Ticker,forwardPE,revenueGrowth,overallRisk,netIncomeToCommon,auditRisk,beta,boardRisk,compensationRisk,currentRatio,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,forwardEps,heldPercentInsiders,heldPercentInstitutions,industry,netIncomeToCommon,pegRatio,quickRatio,recommendationMean,returnOnAssets,returnOnEquity,revenuePerShare,sector,shareHolderRightsRisk,sharesShort,sharesShortPriorMonth,shortRatio,trailingEps
SHW,20.374775,0.278,7,1867730048,1,1.480372,8,4,1.202,276.877,0.264,0.265,0.16128999,19.03,3.069,22.36,0.11844,0.79692,Specialty Chemicals,1867730048,1.42,0.663,2,0.06464,0.60854,184.966,Basic Materials,9,1610612,2082040,2.44,19.611
BBT,11.903225,0.009,7,2731000064,2,1.136185,8,8,,,0.286,0.213,0,,6.202,4.34,0.00718,0.67292,Banks - Regional - US,2731000064,1.87,,2.4,0.01319,0.09731,13.819,Financial Services,6,9360919,9801103,2.44,3.44
IGT,11.75419,-0.014,,-665534976,,1.509815,,,1.008,298.143,,,0.29891002,7.957,2.378,1.79,0.51473,0.49303,Gambling,-665534976,0.62,0.591,1.7,0.03428,-0.17483,24.429,Consumer Cyclical,,8273900,5715822,2.44,-3.267
CTSH,15.438976,0.092,8,1452999936,10,0.712967,1,7,3.273,7.034,-0.023,-0.03,0.20648001,12.982,2.681,5.08,0.00281,0.91842,Information Technology Services,1452999936,1.19,3.062,2,0.118590005,0.13752,26.403,Technology,7,8144787,11698656,2.43,2.471
AVP,10,-0.032,10,23200000,1,1.041019,8,5,1.289,,,,0.07919,5.743,0.455,0.2,0.00516,0.72862,Household & Personal Products,23200000,6.73,0.64,2.6,0.07118,,13.004,Consumer Defensive,10,15593492,19496565,2.43,0.053
JD,34.77778,0.312,,-88535896,,1.598574,,,0.988,29.534,,,0.005,136.201,0.682,0.9,0.14111,0.54829,Specialty Retail,-88535896,60.74,0.553,2.2,-0.00665,-0.012669999,44.331,Consumer Cyclical,,34814831,30865905,2.42,-0.062
IVZ,8.426574,0.085,5,1174700032,1,1.671785,2,9,12.535,84.493,0.017,0.023,0.28445,10.808,3.074,2.86,0.015039999,0.86089,Asset Management,1174700032,1.54,2.801,2.3,0.02912,0.13429,13.201,Financial Services,5,10784307,6540408,2.42,2.856
VFC,22.36165,0.229,6,1097517056,1,0.723752,8,3,1.446,93.263,0.449,0.459,0.13311,23.65,3.148,4.12,0.0064,0.86254,Apparel Manufacturing,1097517056,1.9,0.634,2,,,32.194,Consumer Cyclical,7,6490582,6292617,2.41,2.641
GRA,15.878654,0.131,6,6800000,2,1.138632,3,7,1.567,673.652,-0.099,-0.116,0.23884001,15.36,3.669,4.45,0.00875,0.87794,Specialty Chemicals,6800000,1.69,0.83,1.8,0.063200004,0.01713,26.699,Basic Materials,8,1487415,1930270,2.41,0.093
PFE,13.436893,0.044,1,22545000448,2,0.957756,5,1,1.16,58.509,0.274,0.26,0.40328997,12.633,5.095,3.11,0.0004,0.72661,Drug Manufacturers - Major,22545000448,1.95,0.838,2.8,0.05731,0.35081002,8.972,Healthcare,1,52192249,57638413,2.41,3.744
CAT,10.847656,0.237,2,3132000000,1,1.569542,2,4,1.365,242.083,1.089,1.128,0.20334,10.675,2.171,12.8,0.00175,0.68517995,Farm & Construction Equipment,3132000000,0.46,0.9,2.4,0.06026,0.21598,85.885,Industrials,4,11921063,6926987,2.41,5.176
CLF,6.7449665,0.516,6,593000000,1,1.376679,3,10,3.257,,4.389,4.192,0.2651,7.005,1.857,1.49,0.00887,0.68594,Industrial Metals & Minerals,593000000,-2.09,2.011,2.1,0.13817,,8.311,Basic Materials,3,38671151,39326771,2.41,1.482
KKR,14.097297,0.52,,1173537024,,2.176435,,,1.359,83.014,0.531,0.664,0,,8.609,1.85,0.019919999,0.65886,Asset Management,1173537024,3.13,1,1.8,0.066989996,0.13976,11.423,Financial Services,,10118467,5429955,2.4,2.226
ABC,12.583217,0.115,3,1080530048,1,1.097424,7,2,0.94,145.465,4.435,4.478,0.01456,9.243,0.135,7.15,0.26514,0.68546,Medical Distribution,1080530048,1.34,0.504,2.3,0.03261,0.36960998,748.983,Healthcare,4,3615842,4592223,2.4,4.876
BAC,10.665517,-0.015,9,19993999360,1,1.674909,6,2,,,0.416,0.329,0,,3.813,2.9,0.00084,0.68968004,Banks - Global,19993999360,1.35,,2,0.00945,0.08031,8.21,Financial Services,10,144660332,110138549,2.39,1.904
APC,16.55527,0.31,6,417000000,2,1.856898,4,3,0.854,152.318,,,0.40460998,10.601,4.289,3.89,0.00333,0.8857,Oil & Gas E&P,417000000,1.83,0.783,1.9,0.00378,0.045050003,22.457,Energy,6,12041331,11766638,2.38,0.786
BWA,9.11875,0.127,5,535600000,2,1.994616,2,9,1.585,53.601,0.3,0.282,0.16625999,6.428,1.069,4.8,0.0058,0.95629996,Auto Parts,535600000,1.52,1.131,2.4,0.08612,0.15071,50.052,Consumer Cyclical,2,4561905,5992779,2.38,2.543
ALGN,61.739613,0.375,5,294790016,2,1.819272,2,5,2.225,,0.529,0.534,0.27357,64.04,17.52,6.26,0.091800004,0.81128997,Medical Devices,294790016,2.98,1.918,1.8,0.15472999,0.25665,21.638,Healthcare,7,1806193,1800442,2.37,3.608
ASML,25.535494,0.396,1,3033698304,1,1.159473,1,2,2.687,24.902,0.735,0.714,0.31889,23.119,7.373,8.03,0,0.16798,Semiconductor Equipment & Materials,3033698304,1.44,1.567,2,0.09389,0.22155,27.687,Technology,4,2542642,2992908,2.37,7.064
JBLU,10.659218,0.05,1,826000000,2,0.103013,2,2,0.591,30.306,,,0.17094,5.2,0.889,1.79,0.00682,0.90416,Airlines,826000000,1.01,0.465,2.9,0.05189,0.19297001,22.606,Industrials,1,14260398,11772520,2.35,2.568
PBR,6.3941174,0.26,1,3112023296,9,2.707819,1,1,1.704,123.022,30.874,30.873,0.29793,6.004,1.789,1.7,0.00084,0.12211,Oil & Gas Integrated,3112023296,0.41,1.158,2.7,0.03575,0.04409,12.398,Energy,10,43425244,54416242,2.35,0.478
BK,11.640625,0.045,3,4268000000,1,1.000034,5,5,,,0.17,0.131,0,,-0.248,4.48,0,0,Asset Management,4268000000,1.55,,2.8,0.01263,0.10873,15.737,Financial Services,2,15812769,12411076,2.33,4.16
URI,8.751824,0.184,2,1548999936,1,2.690801,1,6,0.676,284.007,0.939,0.915,0.29549998,10.104,2.986,17.81,0.00461,0.89757,Rental & Leasing Services,1548999936,0.86,0.592,2.1,0.08321,0.60602003,86.798,Industrials,4,3079652,3521159,2.33,18.175
YELP,76,0.119,6,157398000,1,0.94986,2,9,13.685,,0.333,0.355,0.04382,79.627,3.489,0.62,0.07808,0.90409,Internet Content & Information,157398000,6.37,13.372,2.5,0.008690001,0.15858,10.766,Technology,8,8223451,5495260,2.32,1.753
FTI,19.88961,-0.23,,167900000,,0.804383,,,1.293,29.63,-0.345,-0.359,0.13062,6.84,0.893,1.54,0.26549,0,Oil & Gas Equipment & Services,167900000,1.59,1.09,2.1,0.027449999,0.01443,29.93,Energy,,8145150,10137028,2.32,0.358
CNQ,18.370966,0.522,5,1988302080,2,1.404173,7,2,1.024,66.018,-0.14,-0.084,0.46965998,8.065,3.788,1.86,0.02157,0.7462,Oil & Gas E&P,1988302080,5.91,0.728,1.9,0.03592,0.08344,12.55,Energy,7,5484612,5814205,2.31,1.617
DWDP,14.341513,0.753,,2188999936,,1.609358,,,1.704,34.33,-0.29,0.338,0.19529,12.055,2.354,4.89,0.00428,0.71502,Chemicals,2188999936,2.39,0.894,1.8,0.04875,0.03632,38.063,Basic Materials,,16225899,20008507,2.31,0.98
BLD,12.1640625,0.277,6,189924000,1,0.47973,8,1,1.56,70.569,0.206,0.157,0.10572,12.912,1.365,5.12,0.00705,1.00526,Building Materials,189924000,,1.119,1.9,0.05885,0.18908001,59.591,Basic Materials,8,776173,1375496,2.31,5.301
SPLK,82.67742,0.387,4,-287384000,1,1.491231,3,7,1.703,,,,-0.1702,-69.634,11.851,1.55,0.00394,0.91706,Software - Application,-287384000,3.31,1.537,1.9,-0.095419995,-0.30017,10.25,Technology,3,3197431,3807759,2.3,-2.012
ABT,20.62963,0.17,7,812000000,2,1.746748,7,8,1.578,67.914,1.595,1.59,0.23128,19.796,4.578,3.24,0.00719,0.74531,Medical Devices,812000000,1.93,0.945,1.8,0.03171,0.02634,16.892,Healthcare,7,11652061,11803752,2.3,0.522
SVU,19.932098,0.352,1,13000000,1,1.384455,1,5,1.242,327.459,,,0.02676,6.757,0.181,1.62,0.060739998,0.99947,Grocery Stores,13000000,9.73,0.439,3,0.03264,0.02938,405.132,Consumer Defensive,2,7393940,9811113,2.3,0.34
SCHW,17.758741,0.167,9,2684000000,1,1.679134,8,9,0.287,33.512,0.538,0.506,0,,5.822,2.86,0.11107001,0.81897,Capital Markets,2684000000,0.71,0.275,2.3,0.011870001,0.1524,6.908,Financial Services,9,13122390,19174268,2.29,1.971
FOXA,18.683128,0.177,10,4476000256,1,1.074736,10,2,2.345,90.543,0.928,0.933,0.22714001,14.247,3.236,2.43,0.011419999,0.9636,Media - Diversified,4476000256,1.78,1.788,2.5,0.07546,0.24361,16.415,Consumer Cyclical,10,33212712,37143530,2.28,2.404
GM,6.038526,-0.006,7,-1298000000,2,1.522042,3,8,0.877,256.967,0.519,0.44,0.13898,6.737,0.936,5.97,0.07248,0.77045995,Auto Manufacturers,-1298000000,0.59,0.669,2.3,0.02184,-0.03113,101.619,Consumer Cyclical,4,26579240,23687594,2.28,-3.346
WUBA,22.245615,0.323,,247335776,,1.601755,,,1.28,3.636,0.251,0.271,0.22793,26.756,6.098,3.42,0.04851,0.74478996,Internet Content & Information,247335776,0.68,1.026,1.9,0.04603,0.08167,11.801,Technology,,2504957,2642105,2.26,1.662
ATVI,23.717106,0.006,9,506000000,1,0.654288,9,10,2.978,42.471,0.625,0.654,0.30848,24.94,7.694,3.04,0.05999,0.89786005,Electronic Gaming & Multimedia,506000000,1.87,2.617,2,0.05526,0.05045,9.588,Technology,3,13792763,9898607,2.24,0.657
ALXN,14.313817,0.145,8,-100300000,10,1.187198,1,8,2.716,36.553,,,0.45599997,17.209,7.847,8.54,0.00472,0.96168,Biotechnology,-100300000,0.99,1.953,1.8,0.05649,-0.01137,16.807,Healthcare,2,3597823,3934046,2.24,-0.454
VALE,8.198757,0.337,10,4568266752,9,1.997617,7,4,1.684,50.064,4.1,4.1,0.44085997,6.205,2.735,1.61,0.00086,0.20983,Industrial Metals & Minerals,4568266752,0.49,1.066,2.2,0.07565,0.11408,5.956,Basic Materials,10,55084008,70637781,2.24,0.764
ROST,21.050549,0.089,6,1532851968,2,0.723924,9,4,1.708,12.473,0.268,0.23,0.16419001,14.158,2.325,4.55,0.02078,0.91285,Apparel Stores,1532851968,2.11,0.763,2.1,0.22790001,0.50887,39.26,Consumer Cyclical,4,5146608,4968905,2.23,4.061
GILD,11.491654,-0.209,3,2208000000,1,1.449075,6,4,2.999,133.708,-0.403,-0.409,0.52717996,8.181,4.313,6.59,0.00672,0.81106,Biotechnology,2208000000,-2.09,2.808,2.1,0.10769,0.09968001,17.782,Healthcare,4,13981178,15410952,2.23,1.674
JNJ,15.67986,0.106,3,1372000000,2,0.598498,4,3,1.653,51.015,0.036,0.033,0.33166,14.05,4.66,8.59,0.00071,0.68776,Drug Manufacturers - Major,1372000000,2.14,1.173,2.3,0.07998,0.020350002,30.067,Healthcare,4,14034703,16686830,2.22,0.503
NKE,26.261978,0.128,10,1932999936,2,0.563096,7,3,2.506,38.83,0.16,0.128,0.14339,24.689,3.54,3.13,0.01717,0.82706,Footwear & Accessories,1932999936,2.51,1.448,2.3,0.12133,0.17399,22.415,Consumer Cyclical,10,12056907,12022562,2.21,1.17
COP,14.369863,0.26,9,4527000064,2,1.388512,3,10,1.749,47.96,,,0.37928,7.565,2.869,5.11,0.00087,0.73503995,Oil & Gas E&P,4527000064,0.15,1.497,2.2,0.05371,0.14867,27.733,Energy,7,12598074,16007086,2.21,3.788
STZ,19.847473,0.061,10,2664199936,1,-0.149161,9,4,1.811,95.658,0.904,0.866,0.36200002,17.865,6.467,10.49,0.05293,0.85867,Beverages - Wineries & Distilleries,2664199936,1.84,0.521,2,0.07356,0.29795,39.727,Consumer Defensive,10,4831912,4977934,2.2,13.334
PSX,12.12999,0.391,8,5878000128,1,0.908429,7,8,1.243,45.529,1.69,1.435,0.041149996,16.18,0.666,9.77,0.00193,0.71661,Oil & Gas Refining & Marketing,5878000128,0.46,0.772,2.6,0.03293,0.24989,204.896,Energy,8,5329445,5794843,2.2,11.823
BMY,15.686529,0.109,4,376000000,1,1.151598,5,5,1.405,59.486,-0.59,-0.593,0.27643,16.823,4.651,3.86,0.00158,0.74271005,Drug Manufacturers - Major,376000000,1.53,1.186,2.5,0.10679,0.029660001,13.211,Healthcare,4,13372744,12745858,2.19,0.225
CSCO,14.698462,0.059,1,110000000,1,1.120561,7,1,2.287,59.182,0.687,0.569,0.2998,13.477,4.04,3.25,0.00095,0.76018,Communication Equipment,110000000,1.73,2.11,2.1,0.06599,0.00201,10.198,Technology,1,40119782,42120412,2.19,0.02
TECK,8.035336,0.065,7,2079260288,2,1.622793,5,5,2.375,30.969,0.101,0.093,0.42534,4.302,1.83,2.83,,,Industrial Metals & Minerals,2079260288,-0.85,1.277,2.2,0.07706,0.13991,16.292,Basic Materials,10,5271545,9190942,2.19,3.556
SNPS,24.146572,0.121,6,58108000,1,1.261719,7,7,0.703,19.645,-0.307,-0.32,0.17005,29.314,4.985,4.23,0.00779,0.91612,Software - Application,58108000,2.61,0.618,2,0.04287,0.01764,20.261,Technology,7,2236655,2081461,2.17,0.371
EW,27.52672,0.121,2,656600000,1,0.721992,4,3,2.279,37.706,0.535,0.519,0.30238,27.874,8.428,5.24,0.039389998,0,Medical Devices,656600000,2.12,1.623,2,0.11465,0.21514,16.865,Healthcare,2,2787070,2606167,2.16,3.045
LVS,17.874315,0.062,9,3791000064,2,1.865505,8,10,1.696,142.213,0.015,0.018,0.37217,11.87,4.417,3.66,0.50157,0.40225,Resorts & Casinos,3791000064,2.56,1.639,2.4,0.11512,0.58712,17.2,Consumer Cyclical,7,8696521,8137727,2.15,4.799
GE,12.686275,0.035,3,-5962999808,1,0.714064,5,4,2.188,153.831,-0.296,-0.243,0.04598,40.893,1.88,1.02,0.00141,0.55496,Diversified Industrials,-5962999808,2.18,1.533,2.8,-0.0038,-0.07446,14.285,Industrials,2,121477786,110377426,2.14,-0.871
EA,20.54529,-0.215,3,692000000,2,0.966643,4,5,3.842,18.878,-0.539,-0.545,0.23398,27.706,6.483,5.52,0.00522,0.97096,Electronic Gaming & Multimedia,692000000,1.57,3.649,1.8,0.07929,0.14201,15.746,Technology,4,9269866,4595307,2.13,2.223
CC,6.5761685,0.144,4,1013000000,1,2.808343,8,1,2.094,387.61,0.821,0.745,0.24653,6.31,1.556,6.63,0.00249,0.79055,Specialty Chemicals,1013000000,4.92,1.425,2.1,0.11987001,1.2698799,36.703,Basic Materials,4,3782069,4152705,2.13,5.364
CLNE,-25,-0.13,5,-122241000,2,1.049781,8,4,2.132,45.242,,,0.0571,29.15,1.664,-0.11,0.33236,0.25783002,Oil & Gas Refining & Marketing,-122241000,-0.96,1.867,2.7,-0.020599999,-0.23274,2.229,Energy,3,2992670,3085481,2.13,-0.792
ILMN,57.978756,0.254,9,648000000,1,1.118981,9,9,2.742,37.78,0.621,0.633,0.32839,50.088,16.448,6.12,0.00488,0.91826,Diagnostics & Research,648000000,3.07,2.389,1.9,0.0998,0.19079,21.181,Healthcare,6,2259185,2183298,2.12,4.398
EBAY,13.414729,0.091,6,-1031000000,5,1.366952,1,7,2.371,129.317,22.895,21.138,0.29816,13.219,3.941,2.58,0.06171,0.87172997,Specialty Retail,-1031000000,1.07,1.822,2.2,0.05603,-0.110740006,9.824,Consumer Cyclical,3,25855969,23693174,2.12,-1.006
MHK,12.629532,0.051,9,915404032,2,1.225866,9,3,1.745,40.934,-0.247,-0.246,0.19173999,9.022,1.73,15.17,0.29927,0.88022006,Home Furnishings & Fixtures,915404032,2.36,0.825,1.9,0.07141,0.13233,131.662,Consumer Cyclical,9,3139171,2877191,2.12,49.89534
WHR,7.597568,-0.039,5,-555000000,2,1.542018,6,7,0.917,204.516,,,0.09433,7.457,0.703,16.45,0.00756,0.99407,Home Furnishings & Fixtures,-555000000,0.92,0.388,2.6,0.0421,-0.120790005,297.554,Consumer Cyclical,3,3833591,3554075,2.12,-7.81
PYPL,32.510567,0.23,5,2036999936,2,1.252396,6,6,1.378,13.316,0.294,0.28,0.18162,38.142,6.927,2.84,0.05045,0.82395,Credit Services,2036999936,2.05,0.985,1.9,0.03482,0.13572,12.14,Financial Services,4,17711470,13416106,2.11,1.679
VNOM,19.751268,1.057,,210976992,,0.803222,,,23.684,36.334,4.954,3.488,0.90269995,27.013,24.385,1.97,1.4267999,0.61617,Oil & Gas E&P,210976992,0.54,23.587,1.7,0.100839995,0.29071,2.328,Energy,,2073948,2964308,2.11,2.051
AGN,11.424911,0.029,8,-1387200000,5,1.286079,3,8,0.996,35.573,,,0.45904,11.929,5.476,16.78,0.0028,0.86946,Drug Manufacturers - Specialty & Generic,-1387200000,2,0.728,2.1,0.00066,-0.01629,48.279,Healthcare,7,3739110,3583918,2.11,-5.318
DFS,9.073172,0.046,6,2256999936,1,1.367193,6,8,1.444,241.087,0.361,0.225,0,,5.112,8.61,0.16224001,0,Credit Services,2256999936,0.76,1.435,2,0.02365,0.20986,20.833,Financial Services,7,4586170,3683219,2.11,6.28
GLUU,22,0.313,7,-62857000,2,0.198452,7,9,1.161,,,,-0.12226,-24.771,3.028,0.35,0.21271,0.54971004,Electronic Gaming & Multimedia,-62857000,2.02,0.853,2,-0.10165,-0.35171002,2.408,Technology,8,4450816,4683071,2.1,-0.456
SNE,13.76029,0.051,1,5778875904,1,1.653121,1,2,0.917,34.079,1.788,1.8,0.12505999,7.041,0.881,4.13,0,0.07718,Consumer Electronics,5778875904,1.8,0.707,1,0.02596,0.19382,61.951,Technology,5,1774709,2654595,2.1,4.467
DLTR,13.027509,0.05,6,1674300032,1,0.770662,8,8,2.108,68.52,-0.21,-0.2,0.11826,8.84,1.045,6.18,0.02794,0.93728995,Discount Stores,1674300032,1.12,0.248,2.1,0.08066,0.25827998,94.948,Consumer Defensive,2,5178936,5001815,2.1,7.025
BPL,11.301282,0.161,,440284992,,1.472509,,,1.008,105.635,-0.263,-0.185,0.23178,11.31,2.621,3.12,0.00437,0.70054,Oil & Gas Midstream,440284992,2.79,0.617,2.7,0.04072,0.097720005,27.024,Energy,,3621432,2425843,2.1,2.973
DHI,9.572042,0.174,6,1307399936,1,0.983832,9,5,7.513,35.275,0.553,0.57,0.12771,9.422,1.203,4.65,0.06336,0.85911006,Residential Construction,1307399936,0.53,0.776,2.1,0.09518,0.16125,41.794,Consumer Cyclical,6,10699837,11486384,2.1,3.41
EMR,20.626345,0.103,9,2082000000,2,1.193863,9,8,1.233,70.78,0.752,0.724,0.21025999,14.197,2.985,3.72,0.00653,0.72040004,Diversified Industrials,2082000000,1.34,0.926,2.4,0.09125,0.25531,26.708,Industrials,10,5921041,6741286,2.09,3.273
OC,9.044728,0.142,1,305000000,1,1.076635,3,1,1.593,87.377,0.271,0.26,0.15548,9.25,1.438,6.26,0.013409999,0.99726,Building Materials,305000000,0.61,0.794,2.3,0.044359997,0.075040005,61.422,Basic Materials,4,4457182,5069790,2.09,2.704
CENX,6.4717946,0.209,4,70314000,1,0.777566,6,6,2.893,30.032,1.857,1.732,0.09869,7.105,0.701,1.95,0.43575,0.56529,Aluminum,70314000,0.16,1.083,2.4,0.03498,0.09437,20.115,Basic Materials,4,3711469,3158742,2.08,0.795
BGCP,8.33557,0.133,10,55543000,2,0.818656,8,10,1.132,119.316,-0.422,-0.335,0,,1.778,1.49,0.098629996,0.64472,Capital Markets,55543000,0.67,0.908,1.5,0.01668,0.069520004,11.671,Financial Services,10,4392642,3730796,2.07,0.162
TTPH,-3.0256412,6.301,5,-84602000,2,3.499691,3,8,10.977,,,,0,-0.813,3.468,-1.17,0.00565,0.44966,Biotechnology,-84602000,-0.02,10.427,2,-0.43093,-0.77706003,0.397,Healthcare,7,1701588,2293642,2.07,-1.672
KORS,13.548508,0.263,9,652800000,2,-0.514528,6,8,1.369,40.22,0.525,0.485,0.23793,9.854,2.345,5.36,0.04757,0.91780996,Apparel Manufacturing,652800000,1.95,0.469,2.5,0.18931,0.36038,32.897,Consumer Cyclical,10,5002608,5067302,2.06,4.24
USB,12.41055,0.049,8,6370999808,1,1.008781,4,10,,,0.201,0.167,0,,6.412,4.36,0.00135,0.75988996,Banks - Regional - US,6370999808,1.95,,2.6,0.01447,0.13497,12.373,Financial Services,4,14274247,14143072,2.06,3.831
RCL,12.160714,0.065,7,1725828992,1,1.416469,7,6,0.2,79.555,0.281,0.262,0.30941,12.424,3.844,10.08,0.20524,0.73003995,Leisure,1725828992,1.06,0.068,1.7,0.048600003,0.16872999,41.93,Consumer Cyclical,8,3506689,3224065,2.06,8.041
WYNN,16.463928,0.09,10,522899008,1,1.89804,4,10,1.081,456.842,0.973,1.079,0.26579002,12.815,3.406,9.01,0.09806,0.76163,Resorts & Casinos,522899008,1.41,0.993,2.4,0.06547,0.65929,64.879,Consumer Cyclical,10,5219938,4538497,2.05,5.022
A,22.740742,0.08,8,298000000,2,1.454999,2,8,3.616,39.383,0.352,0.349,0.24121,18.214,4.393,2.97,0.00266,0.86880994,Diagnostics & Research,298000000,2.24,2.824,1.6,0.07179,0.06493,14.935,Healthcare,9,4686717,5108038,2.02,0.913
WDC,5.187859,0.057,8,675000000,1,0.50844,6,10,2.387,96.887,1.658,1.7,0.28517,4.172,1.19,12.19,0.00344,0.84856004,Data Storage,675000000,0.96,1.625,2,0.08125,0.05883,69.519,Technology,5,8074596,8052368,2.02,2.2
AMRN,-52.666668,0.164,,-91595000,,1.12977,,,1.425,,,,-0.34949002,-14.386,5.028,-0.06,0.00685,0.38282,Biotechnology,-91595000,-0.22,1.108,1.6,-0.23311001,,0.706,Healthcare,,7198761,5772879,2.02,-0.327
ADP,24.830795,0.083,1,1620800000,1,0.822493,1,7,1.054,57.88,-0.584,-0.591,0.21898001,21.783,4.77,5.91,0.0015,0.8074,Business Services,1620800000,1.92,0.137,2.4,0.04276,0.4359,30.245,Industrials,2,4045678,3813700,2,3.66
PH,14.115757,0.092,7,1060801024,1,1.255044,7,3,1.59,84.512,0.213,0.204,0.16992001,11.265,1.914,12.44,0.00459,0.84086996,Diversified Industrials,1060801024,1.91,0.994,2.5,0.07969,0.19066,107.533,Industrials,9,2582524,2409864,2,7.83
PWR,10.877358,0.207,10,314852992,1,0.699352,3,9,1.819,23.183,0.171,0.165,0.06791,8.523,0.579,3.18,0.00616,0.88953,Engineering & Construction,314852992,0.79,1.645,1.8,0.04533,0.08851,65.079,Industrials,10,3014267,4204142,1.99,1.999
XLNX,23.656536,0.135,3,545174976,1,0.759943,2,8,4.377,75.182,0.254,0.209,0.35462,19.271,6.834,3.29,0.00205,0.90302,Semiconductors,545174976,1.63,4.054,2.4,0.101689994,0.22448999,10.449,Technology,2,4482284,4923255,1.98,2.137
MCD,19.784145,-0.115,1,5454099968,1,0.651823,2,2,1.466,,0.118,0.073,0.4577,15.756,7.212,8.2,0.00087,0.68617,Restaurants,5454099968,2.48,1.293,2.1,0.16136,,27.24,Consumer Cyclical,2,6992918,6901885,1.96,6.816
GSK,13.545151,-0.001,8,2189198848,10,0.658171,2,1,0.937,928.283,,,0.26184,12.717,3.33,2.99,9.00E-05,0.11378,Drug Manufacturers - Major,2189198848,1.57,0.601,2.6,0.07379,0.60857,16.196,Healthcare,1,7968169,7618366,1.96,0.884
MA,28.741333,0.2,7,4718000128,1,0.974269,2,9,1.513,109.495,0.364,0.333,0.58825,26.925,15.839,7.5,0.11051,0.77528,Credit Services,4718000128,1.48,1.206,1.7,0.22867,0.83519,13.246,Financial Services,6,6748968,7071691,1.95,4.459
BCEI,3.2700424,0.628,8,17169000,2,2.011641,9,3,0.827,8.446,-0.925,-0.948,0.30601,9.894,3.028,9.48,0.01959,1.08002,Oil & Gas E&P,17169000,0.45,0.755,2.5,0.02145,0.02475,11.358,Energy,6,1357601,715016,1.94,0.839
VRTX,39.234043,0.382,9,415286016,2,1.864987,5,10,3.675,21.833,10.452,10.523,0.22251,77.788,17.308,4.7,0.00451,0.97683996,Biotechnology,415286016,0.86,3.409,1.8,0.08488,0.106709994,10.395,Healthcare,9,2448576,3007584,1.93,1.613
DPZ,31.328438,0.24,5,315929984,2,0.080375,6,5,1.809,,0.348,0.177,0.18744,27.372,5.131,9.53,0.00628,0.96026003,Restaurants,315929984,1.54,0.902,2,0.39446998,,71.727,Consumer Cyclical,5,1395637,1671448,1.93,7.051
PNC,12.32103,0.071,1,5504999936,1,1.010505,4,1,,,0.293,0.238,0,,7.413,11.65,0.00216,0.82205003,Banks - Regional - US,5504999936,1.16,,2.4,0.01544,0.12477,34.621,Financial Services,4,3984957,4488637,1.93,11.495
SHLX,12.157609,0.15,,236900000,,1.523774,,,3.663,,0.225,0.69,0.45236,32.443,14.676,1.84,0.44717997,0.55576,Oil & Gas Midstream,236900000,1.66,3.301,2.2,0.07182,,2.386,Energy,,2152764,1882020,1.93,1.184
T,8.774725,-0.021,2,31860000768,1,0.42864,3,3,0.806,104.145,0.272,0.311,0.287,9.053,2.598,3.64,0.00061,0.55972,Telecom Services,31860000768,1.46,0.599,2.6,0.0311,0.20817,25.504,Communication Services,2,72648177,84474872,1.93,5.117
CG,7.606558,-0.016,,194800000,,1.965337,,,2.128,205.776,-0.051,0.205,0.29305,10.446,3.061,3.05,0.26670998,0.46513,Asset Management,194800000,-2,2.126,1.9,0.04697,0.31035,32.637,Financial Services,,990955,1166478,1.93,1.79
ATUS,48.43243,0.018,,1823100032,,,,,0.324,598.003,,,0.42324,9.049,3.83,0.37,0.26331,1.46604,Telecom Services,1823100032,4.88,0.26,2,0.01898,0.51157004,12.715,Communication Services,,9054734,12133702,1.92,2.472
NEM,20.019356,-0.114,8,124000000,1,0.500105,1,10,4.599,34.826,0.656,0.669,0.38516,6.753,2.601,1.55,0.00256,0.86431,Gold,124000000,6.69,3.164,2.4,0.04716,0.01282,13.612,Basic Materials,5,9475480,6466802,1.92,0.305
FCAU,4.3871794,0.038,4,4045940736,1,2.035615,6,2,0.819,72.165,-0.351,-0.347,0.10118,2.285,0.231,3.9,,,Auto Manufacturers,4045940736,0.2,0.471,2,0.0434,0.16332,83.967,Consumer Cyclical,4,20009136,20419630,1.92,2.587
GD,15.774877,0.197,1,2984999936,1,0.872369,5,1,1.196,119.043,0.069,0.049,0.14451,14.747,2.131,12.26,0.058080003,0.86073995,Aerospace & Defense,2984999936,1.39,0.776,2,0.06424,0.26018,109.72,Industrials,1,2776049,2947572,1.89,9.886
DE,12.3433485,0.254,2,2093299968,1,0.984855,6,1,1.921,408.195,0.411,0.418,0.15487,15.833,2.452,11.65,0.00118,0.78388,Farm & Construction Equipment,2093299968,0.56,1.672,2.1,0.03477,0.22108999,108.526,Industrials,3,5276875,7466063,1.88,6.391
TWLO,537.73334,0.541,10,-90107000,2,-0.278,9,9,7.197,98.47,,,-0.15774,-95.52,15.068,0.15,0.02854,0.73682,Software - Application,-90107000,133.32,7.019,1.6,-0.07812,-0.22875999,5.234,Technology,10,5077144,5369935,1.87,-0.957
AMD,39.95238,0.526,1,315000000,2,3.601925,2,5,1.659,158.476,,,0.098079994,39.291,3.854,0.63,0.00519,0.72289,Semiconductors,315000000,94.57,1.125,2.6,0.07811,0.48611,6.628,Technology,3,146326415,161542174,1.86,0.289
