Underlying,quarter,1Year,1month,3month,6month,industry,sector,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
CLVS,6/30/2018,-0.106521283,-0.302390308,-0.201012563,-0.420981112,Biotechnology,Healthcare,10.03208207,0.245288939,218.5052827,0.67723502,0.811003073,-3.325882898,-3.325882898,-4.259376184,-3.325882898,0.201159034,0.003951894,-0.156339559,-0.080846392,up
CLX,9/30/2017,0.012816577,-0.015883669,0.005868902,0.093100306,Household & Personal Products,Consumer Defensive,1.104651163,2.324324324,129.21,0.871304348,0.448666667,0.2,0.2,0.128,0.2,0.106837607,-0.022205589,0.135416667,-0.027131783,flat
CLX,12/31/2017,0.05424096,-0.025417854,-0.04122149,-0.035594512,Household & Personal Products,Consumer Defensive,1.217391304,1.815789474,138.1638418,0.840269021,0.430084746,0.174435028,0.174435028,0.164548023,0.174435028,0.042944785,-0.006003002,-0.0472103,0.015625,flat
CLX,3/31/2018,0.16234573,-0.021613331,0.109065044,0.063347731,Household & Personal Products,Consumer Defensive,1.178837556,2.405017921,143.1608438,0.846252755,0.427818062,0.172709295,0.172709295,0.119314436,0.172709295,0.583475298,0.010635989,0.011049724,0.011904762,down
CLX,6/30/2018,-0.124878268,-0.089761571,-0.175931151,-0.080374715,Household & Personal Products,Consumer Defensive,1.0925,1.652892562,129.5091662,0.856521739,0.439976345,0.189237138,0.189237138,0.128326434,0.189237138,-7.961832061,0.003922473,0.258064516,0.015,flat
CMCSA,9/30/2017,-0.414260196,0.002547771,0.01443671,-0.464188453,Pay TV,Communication Services,0.744090634,0.386977466,137.6816947,0.689068057,0.710384597,0.219225087,0.219225087,0.126292713,0.219225087,0.345405931,0.000994635,0.017358491,-0.051680591,flat
CMCSA,12/31/2017,-0.42916925,-0.044121464,-0.06593964,-0.069714574,Pay TV,Communication Services,0.744863411,0.314272804,142.335843,0.621254995,0.685512206,0.175998175,0.175998175,0.683778234,0.175998175,-0.200116686,0.001704795,-0.740874208,-0.067438442,flat
CMCSA,3/31/2018,-0.420693421,0.039941191,0.140247179,0.075247023,Pay TV,Communication Services,0.977788206,0.276028324,140.2762055,0.622456464,0.674037997,0.203808521,0.203808521,0.136808389,0.203808521,0.432172471,0.001683332,0.207504811,-0.214651078,flat
CMCSA,6/30/2018,-0.122599316,-0.005664878,-0.214184731,-0.103976357,Pay TV,Communication Services,0.958331141,0.268862987,148.5693582,0.617846984,0.710144928,0.221486082,0.221486082,0.147964113,0.221486082,-0.058505065,-0.002699683,0.164800995,0.166784652,flat
CME,9/30/2017,0.199334898,-0.020919834,0.051268861,0.018100299,Financial Exchanges,Financial Services,1.045941596,2.263383164,159.9231028,0.733617201,1,0.637516839,0.637516839,0.346430175,0.637516839,0.164796763,0.000186219,0.355152301,-0.022870662,flat
CME,12/31/2017,0.295364367,-0.005054635,0.102916941,0.162699792,Financial Exchanges,Financial Services,1.027009452,2.037895216,145.8783333,0.704295485,1,0.597,0.597,3.265777778,0.597,-0.329743644,0,0.006022047,-0.020242424,flat
CME,3/31/2018,0.267591675,0.060017957,0.127617368,0.239841667,Financial Exchanges,Financial Services,1.04080334,1.73212341,146.1645627,0.674298799,1,0.668079351,0.668079351,0.539945897,0.668079351,-0.800025491,-0.000135747,0.029559118,-0.020242424,flat
CME,6/30/2018,0.343004836,0.013081761,0.039292858,0.196642151,Financial Exchanges,Financial Services,1.083941194,1.607863827,149.4653643,0.66584055,1,0.629388448,0.629388448,0.534258211,0.629388448,1.326326326,6.29E-05,-0.059353471,0.038446825,flat
CMG,9/30/2017,-0.210409494,-0.157902365,-0.261022554,-0.165741361,Restaurants,Consumer Cyclical,2.028237302,0.233145367,11.92513966,0.328065562,0.304453431,0.033343557,0.033343557,0.017383611,0.033343557,-0.543329221,0.009597623,0.973686894,0.489308846,flat
CMG,12/31/2017,-0.215434861,0.015945616,-0.047856723,-0.328557527,Restaurants,Consumer Cyclical,1.943651144,0.237380767,16.37617332,0.333015429,0.306376002,0.057103865,0.057103865,0.039449599,0.057103865,0.385162189,-0.005670484,0.165072043,0.123222803,down
CMG,3/31/2018,-0.230693395,-0.044399786,0.112601908,-0.103461482,Restaurants,Consumer Cyclical,1.716320919,0.269287304,8.48331631,0.349663209,0.324245884,0.085046373,0.085046373,0.051764329,0.085046373,0.203465351,0.023509713,0.375449988,0.10423835,down
CMG,6/30/2018,-0.280312023,0.0512757,0.030315904,0.059510064,Restaurants,Consumer Cyclical,2.029147344,0.255143114,16.14908568,0.346052517,0.335415153,0.087446704,0.087446704,0.037017971,0.087446704,-0.027133982,-0.003788954,1.43616159,-0.261903247,up
CMI,12/31/2017,0.424340547,0.065080021,0.126061439,0.123256104,Diversified Industrials,Industrials,1.572661617,0.782063645,251.2874361,0.548326418,0.250913075,0.099707816,0.099707816,-0.050036523,0.099707816,0.057706355,0.007264655,-2.259124088,0.038461538,flat
CNAT,12/31/2017,1.85443038,-0.204585538,-0.101593625,-0.416558862,Biotechnology,Healthcare,2.815118085,1.005216223,139.5669966,0.658335271,-0.239341834,-0.500602483,-0.500602483,-0.494798452,-0.500602483,0.106872413,-0.081879424,-0.271698693,-0.050187263,down
CNAT,3/31/2018,0.585253456,0.442348008,0.682151589,0.253187614,Biotechnology,Healthcare,2.412160617,1.310680027,219.1799322,0.695326566,-0.240731231,-0.519359146,-0.519359146,-0.515353805,-0.519359146,0.032260006,-0.022741772,-0.221801515,0.07162129,up
CNAT,6/30/2018,-0.561382598,-0.387687188,-0.338129496,-0.217021277,Biotechnology,Healthcare,2.350163339,1.379431204,201.885685,0.701464873,-0.2237292,-0.519375427,-0.519375427,-0.512537041,-0.519375427,-0.427528138,-0.147736959,-0.23215477,-0.007747767,down
CNC,9/30/2017,0.116859,0.000594177,0.16960689,0.334601363,Health Care Plans,Healthcare,0.994953136,1.462198795,125.2937587,0.696681818,0.168148536,0.034693166,0.034693166,0.017869596,0.034693166,-0.033637001,0.031056306,0.287804878,-7.020618557,flat
CNC,12/31/2017,0.577938808,0.084800177,0.182739891,0.334104833,Health Care Plans,Healthcare,0.932597514,1.362335766,106.4309027,0.68538092,0.17778923,0.021042687,0.021042687,0.019754359,0.021042687,-0.05132613,-0.025902931,-0.208695652,-0.311111111,down
CNC,3/31/2018,0.535537701,-0.057920182,0.037261246,0.206360767,Health Care Plans,Healthcare,1.007897153,1.451419432,105.3246805,0.698529996,0.203064222,0.047789156,0.047789156,0.026990553,0.047789156,0.281404375,0.02695939,0.179411765,0.565005417,up
CNC,6/30/2018,0.565260476,0.089681679,-0.009140604,0.167581837,Health Care Plans,Healthcare,1.255019266,0.929500471,114.2387944,0.62745712,0.197836167,0.042890263,0.042890263,0.023183926,0.042890263,0.424929178,-0.063044081,0.023333333,-1.08365019,flat
CNDT,3/31/2018,0.064580559,-0.045373134,0.02962009,-0.046511628,Business Services,Industrials,1.906841339,0.391452991,305.6232394,0.51377979,0.177464789,0.031690141,0.031690141,-0.035211268,0.031690141,-0.188065099,-0.011661052,-0.24,-0.026315789,up
CNDT,6/30/2018,0.09039548,0.015789474,0.198757764,0.25732899,Business Services,Industrials,2.026656512,0.375250071,295.5263158,0.51035503,0.1888969,0.037490988,0.037490988,0.007930786,0.037490988,0.443101712,0.017918314,-8.181818182,-1.051020408,flat
CNQ,9/30/2017,0.037162162,0.080985915,-0.026324136,0.018918022,Oil & Gas E&P,Energy,0.711621482,0.18478573,141.7269123,0.570628048,0.467817164,0.106110075,0.106110075,0.159514925,0.106110075,0.83974359,0,-0.57748538,0.363996828,flat
COG,9/30/2017,0.066045724,0.028594771,0.043946932,0.087219344,Oil & Gas E&P,Energy,1.638460275,0.165709368,178.2731093,0.484360565,0.619497116,0.146212835,0.146212835,0.04553245,0.146212835,-0.012303628,-0.000319624,2.398476147,-0.107371193,flat
COG,12/31/2017,0.177735308,-0.080909769,-0.033333333,0.060671256,Oil & Gas E&P,Energy,1.214121101,0.249633009,231.4901263,0.466105069,0.65425767,-0.800683832,-0.800683832,-0.10336799,-0.800683832,-0.062929255,0.001171351,6.165365316,0.094744658,up
COG,3/31/2018,0.056637168,-0.150480256,-0.176835574,-0.044035228,Oil & Gas E&P,Energy,2.421429565,0.212128654,196.2328665,0.469743639,0.706735807,0.468484978,0.468484978,0.250681065,0.468484978,0.50250485,-0.006646231,0.680246692,-0.053644229,flat
COG,6/30/2018,-0.034553682,-0.010539629,-0.15025344,-0.058186196,Oil & Gas E&P,Energy,1.671473599,0.274232258,177.3094407,0.51004865,0.540754515,0.169517517,0.169517517,0.092823469,0.169517517,-0.302207575,0.009514674,1.601682732,0.141139102,flat
COL,9/30/2017,0.292471844,0.04756414,0.043453292,0.19460881,Aerospace & Defense,Industrials,1.550993809,0.507860334,237.3415413,0.663832861,0.271317829,0.171910625,0.171910625,0.097127223,0.171910625,0.177809388,0.01079769,0.384976526,0.074292453,up
COL,12/31/2017,0.659090909,0.037967873,0.187461532,0.297434912,Aerospace & Defense,Industrials,1.559793148,0.486937362,274.6121333,0.647629072,0.272501243,0.171059175,0.171059175,0.139234212,0.171059175,-0.205831904,-0.015481995,-0.567857143,0.787644788,flat
COL,3/31/2018,0.525823147,0.026902839,0.025458851,0.264810589,Aerospace & Defense,Industrials,1.61071093,0.481380974,274.587156,0.63715847,0.266972477,0.177981651,0.177981651,0.108715596,0.177981651,0.127245509,0.002487136,0.198312236,0.120879121,flat
COL,6/30/2018,0.264599582,-0.0172949,-0.040415704,-0.01598579,Aerospace & Defense,Industrials,1.648442272,0.482108673,299.3727355,0.629718394,0.269021739,0.173007246,0.173007246,0.124547101,0.173007246,-0.07568438,0.003546406,0.276363636,0.282051282,flat
COO,10/31/2017,0.349128657,0.024716072,0.052492447,0.289879667,Medical Instruments & Supplies,Healthcare,2.406463014,0.124728406,205.8040962,0.34636837,0.639893143,0.231344613,0.231344613,0.15779163,0.231344613,0.481981982,0.014855309,0.120767494,0.369849246,down
COO,1/31/2018,0.418136469,0.036098577,-0.050421505,0.005770122,Medical Instruments & Supplies,Healthcare,2.827760404,0.131704844,255.9949153,0.496474492,0.665932203,0.190169492,0.190169492,-0.207627119,0.190169492,0.031624864,0,-0.675102041,-6.755725191,down
COO,4/30/2018,0.281010049,0.078578557,0.071973781,0.030853446,Medical Instruments & Supplies,Healthcare,2.763683753,0.144421092,250.1172184,0.502993265,0.68319341,0.217487724,0.217487724,0.096467607,0.217487724,0.443905397,0,3.743842365,-0.062024576,flat
COP,9/30/2017,0.071341015,-0.00614055,-0.09598676,-0.137897021,Oil & Gas E&P,Energy,2.377506661,0.233803279,178.3643231,0.58974633,0.397152818,0.095002905,0.095002905,0.06101104,0.095002905,-0.090146144,-0.000770119,-2.319047619,0.116587678,flat
COP,12/31/2017,0.194690265,-0.005376344,0.118450515,0.043669035,Oil & Gas E&P,Energy,1.757156539,0.30702127,189.5875917,0.580150487,0.427798485,0.161356258,0.161356258,0.18985211,0.161356258,-0.092648221,0.011207443,-0.471184294,0.032648126,flat
COP,3/31/2018,0.206111567,0.063087491,0.144386067,0.314189944,Oil & Gas E&P,Energy,1.85497257,0.232730963,169.8956251,0.56568213,0.457583833,0.250610704,0.250610704,0.098600933,0.250610704,-0.266853933,-0.004523982,0.190315315,-0.009170488,flat
COP,6/30/2018,0.333469973,0.100101454,0.075549678,0.294468762,Oil & Gas E&P,Energy,1.748719494,0.213839314,163.5819364,0.547087153,0.500855286,0.258524347,0.258524347,0.187022466,0.258524347,-0.540816327,-0.002678051,0.043902439,-0.037701975,flat
CORT,9/30/2017,1.131715771,0.028428094,0.356119074,0.729957806,Biotechnology,Healthcare,3.854821502,0.282380478,101.3324603,0.220200231,0.977176531,0.318569792,0.318569792,0.321703342,0.318569792,-0.082517708,0.169798933,0.266046376,-0.83221968,up
CORT,12/31/2017,1.624500666,-0.048745174,0.374476987,1.096808511,Biotechnology,Healthcare,4.75487842,0.15483746,104.8141892,0.134077275,0.978303303,0.407225976,0.407225976,1.845533033,0.407225976,0.019793319,0,0.081145124,0.321638106,down
CORT,3/31/2018,0.890716804,-0.358452951,-0.058513751,0.106602476,Biotechnology,Healthcare,5.435258928,0.128928991,109.2676772,0.114204695,0.979638912,0.364123554,0.364123554,0.302797482,0.364123554,0.062165997,-0.027352337,0.457013575,0.321638106,flat
CORT,6/30/2018,0.868675996,0.024188791,0.032104637,0.002309469,Biotechnology,Healthcare,6.386648528,0.126783815,168.1371164,0.112518314,0.981480293,0.331140069,0.331140069,0.292014379,0.331140069,-0.062762715,-0.047128559,0.444493295,0.291170863,flat
COTY,9/30/2017,-0.318102546,0.019290928,0.039340776,0.020354906,Household & Personal Products,Consumer Defensive,1.07623148,0.417729018,262.4614663,0.575100432,0.615645803,0.052227137,0.052227137,-0.008801322,0.052227137,0.406766754,0.001423629,2.482233503,-3.112359551,down
COTY,12/31/2017,-0.325719507,-0.124035608,-0.241521069,-0.246938776,Household & Personal Products,Consumer Defensive,0.933442418,0.440741958,241.3267743,0.57063159,0.615597513,0.097778283,0.097778283,0.041401274,0.097778283,-1.296925769,-4.48E-05,0.266483516,0.285759394,up
COTY,3/31/2018,-0.104508197,-0.151044196,0.203856749,-0.12160804,Household & Personal Products,Consumer Defensive,0.992084834,0.414956892,255.4195348,0.572270145,0.642596842,0.060736942,0.060736942,-0.034642552,0.060736942,0.131944444,-0.007272059,0.220779221,2.507148865,up
COTY,6/30/2018,-0.117647059,-0.123000552,-0.08777969,0.10724234,Household & Personal Products,Consumer Defensive,0.902818991,0.456964643,243.820127,0.579477866,0.618683135,0.059667739,0.059667739,-0.078846656,0.059667739,-0.374849216,0.018278594,-0.557639272,0.108540925,down
CPA,9/30/2017,0.575792287,-0.040901696,-0.014016087,0.313633952,Airlines,Industrials,1.047418736,0.50718824,78.6264416,0.51171632,0.355617809,0.181274528,0.181274528,0.157944151,0.181274528,0.023830797,0,1.85267255,0.237342694,flat
CPA,12/31/2017,0.333770205,-0.048909657,-0.01396851,0.020131986,Airlines,Industrials,1.132366836,0.50125243,68.12052512,0.503520043,0.360882623,0.178287597,0.178287597,0.149377495,0.178287597,-0.045231834,0.051615365,-4.78003488,0.222851005,flat
CPE,9/30/2017,0.012138189,0.018796992,-0.08984047,-0.276851234,Oil & Gas E&P,Energy,0.839442535,0.097166708,353.6074999,0.29884973,0.798283972,0.206455197,0.206455197,0.201869667,0.206455197,-1.25858235,0,0.100228324,0.180617149,down
CPE,12/31/2017,-0.076864536,0.087892377,0.162991371,0.011676397,Oil & Gas E&P,Energy,0.703979628,0.110872,352.9797907,0.310894161,0.835652593,0.197778586,0.197778586,0.193075212,0.197990069,-1.200714413,0,1.23435857,0.295625171,flat
CPE,3/31/2018,-0.191616766,-0.111111111,-0.004608295,0.037463977,Oil & Gas E&P,Energy,0.616982833,0.124813657,375.5348933,0.325998521,0.89040739,0.479529657,0.479529657,0.468670415,0.479529657,-0.515454988,0,-0.085992002,0.136409478,flat
CPE,6/30/2018,0.182749787,0.122366288,0.220264317,0.288372093,Oil & Gas E&P,Energy,2.610071532,0.10906195,315.4865057,0.358597404,0.898553298,0.406165082,0.406165082,0.389652297,0.406165082,0.963717676,0,0.259955621,-0.059945808,down
CRC,9/30/2017,-0.249747219,-0.001345895,-0.269685039,-0.64817449,Oil & Gas E&P,Energy,0.605898123,-1.11844078,208.9803922,1.092835193,0.564705882,0.050980392,0.050980392,-0.260784314,0.050980392,0.678571429,0,-0.556390977,0.285714286,down
CRC,3/31/2018,0.1098234,-0.174805088,0.341561041,1.918722787,Oil & Gas E&P,Energy,1.177419355,-1.056356488,180.8049536,0.989550679,0.671826625,0.176470588,0.176470588,-0.003095975,0.176470588,0.95951417,0,-7.5,0.34,down
CRC,6/30/2018,1.284322409,0.347439916,0.123747277,1.338168631,Oil & Gas E&P,Energy,0.625979843,-1.131812421,187.5977654,0.9870317,0.677374302,0.143854749,0.143854749,-0.11452514,0.143854749,-10.76190476,0,-1.231707317,-3.235294118,up
CRM,10/31/2017,0.203236246,0.025598588,0.050401175,0.132431774,Software - Application,Technology,0.823975077,0.81732264,211.5239206,0.49517714,0.733376719,0.043281672,0.043281672,0.019178003,0.043281672,0.059235838,-0.040651839,4.889228315,-1.488417387,flat
CRM,1/31/2018,0.428759028,0.102777215,0.169012571,0.214285714,Software - Application,Technology,0.91715825,1.078928723,501.5257315,0.55313734,0.741216688,0.027312844,0.027312844,0.02369517,0.027312844,0.185433445,0.26249795,3.518348013,-0.224162957,flat
CRM,4/30/2018,0.429010449,0.0358193,0.090729968,0.241191544,Software - Application,Technology,1.285750475,0.713833635,218.1986028,0.518355616,0.744843646,0.065202927,0.065202927,0.114437791,0.065202927,0.570584262,-0.105687642,0.119186047,-0.141882674,flat
CRM,7/31/2018,0.396895299,0.048681709,0.089379239,0.184134391,Software - Application,Technology,0.803164482,0.626034891,220.2682109,0.476125934,0.741237428,0.03505029,0.03505029,0.091130753,0.03505029,-1.553686934,-0.015778772,0.695652174,-0.310043668,flat
CRMD,9/30/2017,-0.739130435,-0.076923077,-0.320754717,-0.831775701,Biotechnology,Healthcare,3.257602509,0.439486087,534.5703643,0.305298469,-0.091313958,-131.1824969,-131.1824969,-163.0181907,-131.1824969,-0.522737209,-0.088452154,-0.238404268,-0.156107962,flat
CRMD,12/31/2017,-0.756637168,-0.191176471,0.617647059,0.170212766,Biotechnology,Healthcare,2.119236039,0.870379822,253.053412,0.465334709,1.684261721,-111.0015671,-111.0015671,-111.4337592,-111.0015671,0.497811648,0.063802375,-0.03145787,-0.335718421,flat
CRMD,3/31/2018,-0.839444444,-0.492982456,-0.483928571,-0.311904762,Biotechnology,Healthcare,1.072464522,10.43504603,136.0454545,0.912509656,-0.231150366,-438.9841879,-438.9841879,-438.8245584,-438.9841879,-0.271708621,0.202690905,-0.036650827,-0.125941145,down
CRMD,6/30/2018,-0.591836735,-0.056158565,-0.613377151,-0.636363636,Biotechnology,Healthcare,0.462793055,-1.914746721,168.1194544,2.093050441,-3.458085022,-1135.234009,-1135.234009,-1133.215865,-1135.234009,-0.735872435,0.294047289,-0.041857969,-0.066050341,down
CROX,9/30/2017,-0.033452808,0.071523179,0.30483871,0.214714715,Footwear & Accessories,Consumer Cyclical,2.962553888,0.663016543,172.0566606,0.295216,0.507508026,0.011653574,0.011653574,0.006696181,0.011653574,0.119126321,-0.215062473,4.500306937,0.01047886,up
CROX,12/31/2017,0.277188329,-0.011293634,0.190358467,0.553225806,Footwear & Accessories,Consumer Cyclical,2.707008114,0.844795954,179.3433344,0.322601826,0.453850094,-0.04541665,-0.04541665,-0.122348226,-0.04541665,-0.035212168,-0.004589588,-0.136858093,0.638635218,down
CROX,3/31/2018,1.096870343,0.021786492,0.275611967,0.579124579,Footwear & Accessories,Consumer Cyclical,2.458721676,1.028002442,244.0083808,0.359645861,0.493992541,0.105676183,0.105676183,0.058110953,0.105676183,-0.688846822,0.141068265,0.171873101,-0.109697217,down
CROX,6/30/2018,1.550505051,-0.087898856,0.177156177,0.511976048,Footwear & Accessories,Consumer Cyclical,2.429399235,1.042093368,191.9765308,0.367044247,0.553042036,0.13891294,0.13891294,0.104806649,0.13891294,0.401559056,0.087201125,0.155889112,-0.070899362,up
CRSP,12/31/2017,0.041794714,-0.094551282,-0.118106139,-0.002941176,Biotechnology,Healthcare,17.11701468,0.077255207,29.6516628,0.307776787,0.380355762,0.030069606,0.030069606,0.004361949,0.030069606,-0.057395374,-0.246820892,52.70921986,0.215132731,flat
CRUS,3/31/2018,-0.199964356,-0.167006866,-0.207730321,-0.218624891,Semiconductors,Technology,4.3768517,0.120690041,121.3576572,0.187669261,0.503441929,0.067578577,0.067578577,0.039594555,0.067578577,0.038046892,-0.101412502,-0.001416195,0.154927712,flat
