Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
PBYI,Puma Biotechnology Inc,41.7,1585641749,n/a,n/a,Health Care,Major Pharmaceuticals
PACQ,Pure Acquisition Corp.,9.7,103441954.3,n/a,2018,Finance,Business Services
PACQU,Pure Acquisition Corp.,10.34,0,n/a,2018,Finance,Business Services
PACQW,Pure Acquisition Corp.,1.33,0,n/a,2018,Finance,Business Services
PCYO,Pure Cycle Corporation,10.75,255464053.5,n/a,n/a,Public Utilities,Water Supply
PRPL,"Purple Innovation, Inc.",5.52,296986786.1,n/a,2015,Consumer Durables,Home Furnishings
PRPLW,"Purple Innovation, Inc.",0.202,0,n/a,2015,Consumer Durables,Home Furnishings
PXS,Pyxis Tankers Inc.,0.85,17746209.05,n/a,n/a,Transportation,Marine Transportation
QADA,QAD Inc.,60.55,1176814923,n/a,n/a,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc.,47.35,920267326.4,n/a,n/a,Technology,Computer Software: Prepackaged Software
QCRH,"QCR Holdings, Inc.",43.45,680618918.7,n/a,n/a,Finance,Major Banks
QGEN,Qiagen N.V.,39.39,8942948040,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QIWI,QIWI plc,14.09,634384031.6,45023707,2013,Miscellaneous,Business Services
QRVO,"Qorvo, Inc.",80.29,10087899031,n/a,n/a,Technology,Semiconductors
QCOM,QUALCOMM Incorporated,69.2,1.01664E+11,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment
QSII,"Quality Systems, Inc.",22.73,1459651887,n/a,1982,Technology,EDP Services
QBAK,Qualstar Corporation,8.242,16880588.56,n/a,2000,Technology,Electronic Components
QLYS,"Qualys, Inc.",91,3548775685,n/a,2012,Technology,Computer Software: Prepackaged Software
QTNA,"Quantenna Communications, Inc.",17.09,630712346.1,n/a,2016,Technology,Semiconductors
QTRX,Quanterix Corporation,14.99,331273708.5,n/a,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QTRH,Quarterhill Inc.,1.46,173473500.4,n/a,n/a,Miscellaneous,Multi-Sector Companies
QRHC,Quest Resource Holding Corporation.,2.07,31698702.81,n/a,n/a,Technology,Diversified Commercial Services
QUIK,QuickLogic Corporation,1.07,101201823,n/a,1999,Technology,Semiconductors
QDEL,Quidel Corporation,73.07,2853222892,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QNST,"QuinStreet, Inc.",15.16,714551470.3,n/a,2010,Miscellaneous,Business Services
QUMU,Qumu Corporation,2.45,23346424.85,n/a,n/a,Technology,Computer Software: Prepackaged Software
QTNT,Quotient Limited,7.85,425293280.8,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QRTEA,"Qurate Retail, Inc.",20.25,9320625349,n/a,n/a,Consumer Services,Catalog/Specialty Distribution
QRTEB,"Qurate Retail, Inc.",20.23,9311419793,n/a,n/a,Consumer Services,Catalog/Specialty Distribution
RRD,R.R. Donnelley & Sons Company,5.18,364672000,n/a,n/a,Miscellaneous,Publishing
RCM,R1 RCM Inc.,9.85,1083326413,n/a,n/a,Consumer Services,Other Consumer Services
RARX,"Ra Pharmaceuticals, Inc.",11.09,358652319,n/a,2016,Health Care,Major Pharmaceuticals
RADA,RADA Electronic Industries Ltd.,2.59,85233885.24,n/a,n/a,Consumer Non-Durables,Electronic Components
RDCM,Radcom Ltd.,18.4,249011928.8,n/a,1997,Technology,Computer peripheral equipment
RSYS,RadiSys Corporation,1.57,62199005.57,n/a,1995,Technology,Computer peripheral equipment
RDUS,"Radius Health, Inc.",20.57,935450679.4,n/a,2014,Health Care,Major Pharmaceuticals
RDNT,"RadNet, Inc.",13.9,671160471.4,n/a,n/a,Health Care,Medical Specialities
RDWR,Radware Ltd.,27.795,1238154263,n/a,1999,Miscellaneous,Business Services
METC,"Ramaco Resources, Inc.",7.86,315048190.6,n/a,2017,Energy,Coal Mining
RMBS,"Rambus, Inc.",12.07,1295654645,n/a,1997,Technology,Semiconductors
RAND,Rand Capital Corporation,2.59,16373948.92,n/a,n/a,Consumer Non-Durables,Textiles
GOLD,Randgold Resources Limited,66.16,2555397979,38624516,n/a,Basic Industries,Precious Metals
RNDB,"Randolph Bancorp, Inc.",17.003,101810495.4,n/a,2016,Finance,Major Banks
RPD,"Rapid7, Inc.",37.77,1769351891,n/a,2015,Technology,Computer Software: Prepackaged Software
RAVE,"Rave Restaurant Group, Inc.",1.34,20163347.16,n/a,n/a,Consumer Non-Durables,Food Distributors
RAVN,"Raven Industries, Inc.",48.3,1734087224,n/a,n/a,Capital Goods,Specialty Chemicals
RBB,RBB Bancorp,28.67,474334456.1,n/a,2017,Finance,Major Banks
ROLL,RBC Bearings Incorporated,149.59,3679355281,n/a,2005,Capital Goods,Metal Fabrications
RICK,"RCI Hospitality Holdings, Inc.",32.61,316927165.7,n/a,1995,Consumer Services,Restaurants
RCMT,"RCM Technologies, Inc.",4.86,59706203.22,n/a,n/a,Technology,Professional Services
RDI,Reading International Inc,16.12,370603507,n/a,n/a,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc,29.51,663461673.6,n/a,n/a,Consumer Services,Movies/Entertainment
RGSE,"Real Goods Solar, Inc.",0.4424,19781250.63,n/a,n/a,Basic Industries,Engineering & Construction
BCNA,Reality Shares Nasdaq NexGen Economy China ETF,21.599,2159921.599,n/a,n/a,n/a,n/a
BLCN,Reality Shares Nasdaq NextGen Economy ETF,23.71,113215273.7,n/a,n/a,n/a,n/a
RLM,Realm Therapeutics plc,n/a,0,400000,n/a,Health Care,Major Pharmaceuticals
RNWK,"RealNetworks, Inc.",3.33,125247457.2,n/a,1997,Technology,EDP Services
RP,"RealPage, Inc.",61.65,5783830688,n/a,2010,Technology,Computer Software: Prepackaged Software
RETA,"Reata Pharmaceuticals, Inc.",85.34,0,n/a,2016,Health Care,Major Pharmaceuticals
RCON,"Recon Technology, Ltd.",1.26,23033239.74,n/a,2009,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",6.29,130316616.3,n/a,2014,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",40.45,525709517.2,n/a,2002,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",32.95,3839042755,n/a,2016,Consumer Services,Hotels/Resorts
RDVT,"Red Violet, Inc.",8.156,83734495.63,n/a,n/a,Technology,Computer Software: Prepackaged Software
RDFN,Redfin Corporation,19.7,1747477842,n/a,2017,Finance,Real Estate
RDHL,Redhill Biopharma Ltd.,7.47,114269516.3,15297124,n/a,Health Care,Major Pharmaceuticals
REGN,"Regeneron Pharmaceuticals, Inc.",406.62,43937872224,n/a,1991,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,66.8,2158217419,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Regulus Therapeutics Inc.,0.2362,24753173.52,n/a,2012,Health Care,Major Pharmaceuticals
REIS,"Reis, Inc",17.4,201312640.8,n/a,n/a,Miscellaneous,Business Services
RBNC,"Reliant Bancorp, Inc.",26.97,310885725.2,n/a,n/a,Finance,Major Banks
RELV,"Reliv&#39; International, Inc.",4.8542,8956775.672,n/a,n/a,Health Care,Major Pharmaceuticals
MARK,"Remark Holdings, Inc.",3.61,125583889.4,n/a,n/a,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,46.47,2297423267,n/a,n/a,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",26.2,976178909.4,n/a,2012,Basic Industries,Major Chemicals
ABAC,"Renmin Tianli Group, Inc.",1.8008,14377128,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
RCII,Rent-A-Center Inc.,14.76,789777637.2,n/a,1995,Technology,Diversified Commercial Services
RGEN,Repligen Corporation,54.34,2380407281,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REPL,"Replimune Group, Inc.",20.54,633424577,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",48.42,1011560813,n/a,1998,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",7.65,449512875.5,n/a,n/a,Finance,Major Banks
REFR,Research Frontiers Incorporated,1.17,29756304.63,n/a,n/a,Miscellaneous,Multi-Sector Companies
RSLS,ReShape Lifesciences Inc.,0.0686,3767854.863,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RESN,Resonant Inc.,5.27,142195735.5,n/a,2014,Technology,Semiconductors
RECN,"Resources Connection, Inc.",16.05,512359672.1,n/a,2000,Miscellaneous,Business Services
HAIR,"Restoration Robotics, Inc.",2.09,60960309.08,n/a,2017,Health Care,Medical/Dental Instruments
TORC,"resTORbio, Inc.",10.89,305446150.4,n/a,2018,Health Care,Major Pharmaceuticals
ROIC,Retail Opportunity Investments Corp.,19.55,2204760888,n/a,n/a,Consumer Services,Real Estate Investment Trusts
RETO,"ReTo Eco-Solutions, Inc.",3.77,85805200,n/a,2017,Capital Goods,Industrial Machinery/Components
RTRX,"Retrophin, Inc.",29.4,1188545833,n/a,n/a,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",26.95,995476162.5,n/a,2014,Health Care,Major Pharmaceuticals
RVEN,"Reven Housing REIT, Inc.",4.3,46308979,n/a,n/a,Consumer Services,Real Estate Investment Trusts
RVLT,"Revolution Lighting Technologies, Inc.",2.62,61617160,n/a,n/a,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd,1.0395,36922612.77,n/a,2014,Health Care,Industrial Specialties
RFIL,"RF Industries, Ltd.",11.4,105401949,n/a,n/a,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,26.6,212450369.6,n/a,n/a,Public Utilities,Oil & Gas Production
RYTM,"Rhythm Pharmaceuticals, Inc.",32.62,1114792969,n/a,2017,Health Care,Major Pharmaceuticals
RBBN,Ribbon Communications Inc. ,7.07,735389853.7,n/a,n/a,Technology,EDP Services
RIBT,RiceBran Technologies,3.26,79068082.38,n/a,n/a,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,0.1896,0,n/a,n/a,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",9.06,117433563.7,n/a,1983,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",3.25,540941186.5,n/a,2000,Health Care,Major Pharmaceuticals
RNET,"RigNet, Inc.",16,309757808,n/a,2010,Consumer Services,Telecommunications Equipment
RMNI,"Rimini Street, Inc.",5.01,315668366.6,n/a,2015,Miscellaneous,Business Services
RIOT,"Riot Blockchain, Inc",6.22,87298931.56,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
REDU,RISE Education Cayman Ltd,10.44,241894800,23170000,2017,Consumer Services,Other Consumer Services
RTTR,"Ritter Pharmaceuticals, Inc.",2.09,11567395.51,n/a,2015,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,9.7,218993893,n/a,n/a,Finance,Savings Institutions
RIVE,Riverview Financial Corporation,14.4,130969785.6,n/a,n/a,Finance,Major Banks
RLJE,"RLJ Entertainment, Inc.",6.2,96810563.4,n/a,n/a,Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,1.2338,13764589.89,n/a,n/a,Miscellaneous,Business Services
RCKT,"Rocket Pharmaceuticals, Inc.",22.73,901492120.6,n/a,2015,Health Care,Major Pharmaceuticals
RMTI,"Rockwell Medical, Inc.",4.44,229851802.6,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",29.7,220133459.7,n/a,1993,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.23,60412610.28,n/a,n/a,Consumer Non-Durables,Specialty Foods
ROKU,"Roku, Inc.",59.92,6356221922,n/a,2017,Consumer Services,Television Services
ROSE,Rosehill Resources Inc.,8.09,294071985.4,n/a,2016,Energy,Oil & Gas Production
ROSEU,Rosehill Resources Inc.,9.55,0,n/a,2016,Energy,Oil & Gas Production
ROSEW,Rosehill Resources Inc.,1.3,0,n/a,2016,Energy,Oil & Gas Production
ROST,"Ross Stores, Inc.",96.06,36170487635,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores
RGLD,"Royal Gold, Inc.",77.24,5059614696,n/a,n/a,Basic Industries,Precious Metals
RTIX,"RTI Surgical, Inc.",4.65,294706951.4,n/a,2000,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",9.14,25056240.62,n/a,2007,Technology,Semiconductors
RUBY,"Rubius Therapeutics, Inc.",24.87,1923316899,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RMBL,"RumbleOn, Inc.",7.75,119646755.3,n/a,n/a,Technology,EDP Services
RUSHA,"Rush Enterprises, Inc.",43,1681748447,n/a,n/a,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",43.98,1720076667,n/a,n/a,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",30.85,946341026,n/a,2005,Consumer Services,Restaurants
RXII,RXi Pharmaceuticals Corporation,1.57,6870825.54,n/a,n/a,Health Care,Major Pharmaceuticals
RXIIW,RXi Pharmaceuticals Corporation,0.5,0,n/a,n/a,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,102.29,10313468729,100825777,1997,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",46.58,1630698073,n/a,n/a,Finance,Major Banks
SANW,S&W Seed Company,3.2,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,10.13,75541263.79,n/a,2016,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,10.734,0,n/a,2016,Finance,Business Services
SCACW,Saban Capital Acquisition Corp.,1.5127,0,n/a,2016,Finance,Business Services
SBRA,"Sabra Health Care REIT, Inc.",23.64,4214624068,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,26.21,7211649996,n/a,2014,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",0.5748,12015184.08,n/a,n/a,Energy,Oil & Gas Production
SFET,Safe-T Group Ltd.,12.42,6769744.56,545068,2018,Technology,Computer Software: Prepackaged Software
SAFT,"Safety Insurance Group, Inc.",95.85,1465236425,n/a,2002,Finance,Property-Casualty Insurers
SGA,"Saga Communications, Inc.",37.5,222235050,n/a,n/a,Consumer Services,Broadcasting
SAGE,"Sage Therapeutics, Inc.",163.19,7615146464,n/a,2014,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",79.65,2046412962,n/a,n/a,Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",3.8,99490125.6,n/a,1999,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",40.3625,113212009.4,n/a,n/a,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",108.62,2480658781,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",38.94,1382991405,n/a,n/a,Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",16.8,1708119118,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,31.25,2123773469,n/a,1993,Technology,Electrical Products
GCVRZ,Sanofi,0.538,0,n/a,n/a,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,12.03,598842031.7,n/a,1992,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",139.49,9268050655,n/a,n/a,Health Care,Major Pharmaceuticals
SVRA,"Savara, Inc.",11.24,394459639.8,n/a,n/a,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",20.1503,131042438.5,n/a,n/a,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",20.25,0,n/a,n/a,Finance,Major Banks
SBBX,SB One Bancorp,27.85,220839722.1,n/a,n/a,Finance,Major Banks
SBAC,SBA Communications Corporation,157.53,18091428723,n/a,1999,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",37.65,962791899.3,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",2.86,11424398.7,n/a,n/a,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",26.65,718194767.6,n/a,1993,Consumer Durables,Industrial Specialties
SRRK,Scholar Rock Holding Corporation,18.84,475591006.6,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Scholastic Corporation,42.15,1475719846,n/a,1992,Consumer Services,Books
SGMS,Scientific Games Corp,32.05,2930176602,n/a,n/a,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,5.12,95074759.68,n/a,2017,Health Care,Major Pharmaceuticals
SCYX,"SCYNEXIS, Inc.",1.35,63468524.7,n/a,2014,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",1.63,58063232.45,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,31.3,1476205312,n/a,n/a,Finance,Major Banks
STX,Seagate Technology PLC,55.98,16076600682,n/a,2002,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,0.97,37047547.56,n/a,n/a,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,0.1099,0,n/a,n/a,Transportation,Marine Transportation
SHLD,Sears Holdings Corporation,1.22,132140544.8,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,0.1252,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",2.35,53350010.2,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,14.75,217459677.8,n/a,n/a,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",76.34,12122141736,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",1.64,115292572.4,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",0.65,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,13.16,125860608.2,9563876,2017,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,13.16,1075224114,n/a,2016,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,5.1,84959334.3,n/a,n/a,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,62.86,9858084246,n/a,1981,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",12.5,175314837.5,n/a,n/a,Finance,Major Banks
SIR,Select Income REIT,21.45,1919876973,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SIC,"Select Interior Concepts, Inc.",12.35,0,n/a,n/a,Basic Industries,Homebuilding
SELB,"Selecta Biosciences, Inc.",12.98,290702455.3,n/a,2016,Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",63.45,3733096549,n/a,n/a,Finance,Property-Casualty Insurers
SLS,"SELLAS Life Sciences Group, Inc. ",1.0479,20510094.01,n/a,n/a,Health Care,Major Pharmaceuticals
LEDS,SemiLEDS Corporation,4,14227160,n/a,2010,Technology,Semiconductors
SMTC,Semtech Corporation,49.9,3302620572,n/a,n/a,Technology,Semiconductors
SENEA,Seneca Foods Corp.,30.75,299642514,n/a,n/a,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,31.8528,310388717.7,n/a,n/a,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",0.8873,20785257.16,n/a,2016,Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,19.07,4531866904,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,24.53,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,25.87,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
AIHS,Senmiao Technology Limited,5.25,135866850,n/a,2018,Finance,Finance: Consumer Services
SNMX,"Senomyx, Inc.",1.16,56072401.32,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",7.421,100544880.4,n/a,2016,Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",1.45,0,n/a,2016,Health Care,Medical/Dental Instruments
STNL,Sentinel Energy Services Inc.,9.81,98286282.09,n/a,2017,Finance,Business Services
STNLU,Sentinel Energy Services Inc.,10.24,0,n/a,2017,Finance,Business Services
STNLW,Sentinel Energy Services Inc.,1.1953,0,n/a,2017,Finance,Business Services
SQBG,"Sequential Brands Group, Inc.",1.84,117991374.5,n/a,n/a,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",8.61,351250658.4,n/a,2015,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",3.12,286543988.6,n/a,2011,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",43.03,2287678461,n/a,2014,Finance,Major Banks
SESN,"Sesen Bio, Inc.",1.91,147091008.1,n/a,2014,Health Care,Major Pharmaceuticals
SSC,"Seven Stars Cloud Group, Inc.",4.04,295494888,n/a,n/a,Consumer Services,Television Services
SVBI,Severn Bancorp Inc,9.1,115523826.6,n/a,n/a,Finance,Major Banks
SGBX,"SG Blocks, Inc.",3.62,15421348.42,n/a,2017,Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",0.99,24595589.7,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment
SEII,Sharing Economy International Inc.,2.9,21404366.4,n/a,n/a,Technology,Industrial Machinery/Components
SMED,Sharps Compliance Corp.,3.34,53713950.14,n/a,n/a,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",14.14,120373919,n/a,n/a,Technology,Computer Software: Prepackaged Software
SHEN,Shenandoah Telecommunications Co,38.45,1905531861,n/a,n/a,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",3.35,96570419.85,n/a,2017,Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",9.23,216072583.2,n/a,1993,Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",0.9953,21134271.86,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,176.5,12053086866,68289444,n/a,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",41.74,671035864.8,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,18.56,236607946.9,n/a,n/a,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",50.23,541093181.5,n/a,2017,Technology,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",76.39,2554669901,n/a,2006,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",13.8,166051729.2,n/a,n/a,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,16.05,435872867.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",16.97,352972504.2,n/a,2017,Health Care,Major Pharmaceuticals
SIEN,"Sientra, Inc.",24.03,683116549.7,n/a,2014,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,29.49,450108229.2,n/a,n/a,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",1.74,129358874.9,n/a,2015,Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",19.175,692114472.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,1.76,44717965.6,25407935,n/a,Technology,"Computer Software: Programming, Data Processing"
SIGA,SIGA Technologies Inc.,8.32,658611682.6,n/a,n/a,Health Care,Major Pharmaceuticals
SGLB,"Sigma Labs, Inc.",1.01,8331216.29,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",0.3099,0,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",7.1583,30279666.27,n/a,1994,Technology,Electrical Products
SBNY,Signature Bank,116.97,6474774107,n/a,2004,Finance,Major Banks
SBNYW,Signature Bank,85.5,0,n/a,n/a,Finance,Major Banks
SLGN,Silgan Holdings Inc.,27.52,3044204498,n/a,1997,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,38.28,289075898.8,n/a,n/a,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",97.5,4226762280,n/a,2000,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,58.84,2119895110,36028129,2005,Technology,Semiconductors
SAMG,Silvercrest Asset Management Group Inc.,16,211369152,n/a,2013,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",4,18007020,n/a,n/a,Miscellaneous,Business Services
SFNC,Simmons First National Corporation,30.8,2842473911,n/a,n/a,Finance,Major Banks
SLP,"Simulations Plus, Inc.",19.95,346433425.8,n/a,n/a,Technology,EDP Services
SINA,Sina Corporation,72,5145873696,n/a,n/a,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",28.65,2930431901,n/a,1995,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",1.0831,13468927.96,n/a,n/a,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",6.35,438669817.4,n/a,n/a,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,7.1,31865543171,n/a,n/a,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",1.88,47701501.32,n/a,n/a,Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",0.828,11872918.04,14339273,2014,Public Utilities,Electric Utilities: Central
SKYW,"SkyWest, Inc.",64.8,3374665092,n/a,1986,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",93.02,16648863316,n/a,n/a,Technology,Semiconductors
SNBR,Sleep Number Corporation,32.89,1147630770,n/a,n/a,Consumer Durables,Home Furnishings
SLM,SLM Corporation,11.6,5050414972,n/a,n/a,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,71.194,284776000,n/a,n/a,Finance,Finance: Consumer Services
SGH,"SMART Global Holdings, Inc.",33.41,745293975.9,n/a,2017,Technology,Semiconductors
SND,"Smart Sand, Inc.",5.04,209664544.3,n/a,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",24.69,313676104.9,n/a,n/a,Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",2.42,60508276.4,n/a,1995,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,2.7947,48358119.4,n/a,2000,Technology,Electrical Products
SRAX,"Social Reality, Inc.",4.35,44692857,n/a,n/a,Technology,Advertising
SCKT,"Socket Mobile, Inc.",2.54,14943096.86,n/a,n/a,Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,142.34,3232612143,n/a,2010,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Limited ,21.68,843715963.8,38916788,n/a,Technology,EDP Services
SLRC,Solar Capital Ltd.,21.64,914524274.6,n/a,2010,n/a,n/a
SUNS,Solar Senior Capital Ltd.,16.64,266913670.4,n/a,n/a,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",48.1,2188473713,n/a,2015,Technology,Semiconductors
