,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
OCLR,0.11578941,0.17144,,,1.0,-0.331947,,1.0,3.469,,3.0,9.54,5.036,1534291200,0.548,-0.906,-0.885,103444000,0.19044,12.748,2.428,1318714240,USD,,158355252,0.51,18.705883,35025000,1701.0,,,0.37355,202904000,0.02102,0.71658,Semiconductors,,,1530316800,1272585600,1/5,,1,86400,,,1530316800,62453000,1593475200,12,125054000,0.13488,2.0,1.66,2,2.750072,,0.114980005,0.114980005,3.779,hold,2.7,0.06608,0.11297,-0.19,3.209,,Technology,5.0,170687008,0.056599997,9656016,1531440000,8772115,0.0656,6.42,11.25,6.5,9.18,9.35,,,323128000,1.893,3243000,543169984,0.36,,
P,0.104693174,0.17144,,,2.0,-1.202142,,8.0,0.341,,6.0,9.24,2.732,1534291200,41.955,,,-272451008,-0.18434,-10.204,1.881,2779969792,USD,,263429166,-0.27,-34.22222,162584128,1938.0,,,0.32633,499745000,1.0,,Broadcasting - Radio,,,1514678400,,,,1,86400,,,1530316800,-375152992,1577750400,22,-105757000,-0.21261999,7.0,-1.62,2,27.096775,,-0.22644,-0.22644,2.575,buy,2.4,-0.17865999,-0.68055,0.021,5.862,,Consumer Cyclical,8.0,266319008,0.19790001,52704772,1531440000,61103589,0.2074,6.75,13.0,5.6,8.83,8.5,,,420787008,1.58,250267008,1478001024,-1.488,,
PAA,0.19505501,0.17144,,,,0.8907,,,11.759,,,26.12,0.752,1534291200,91.449,-0.662,-0.468,1448999936,0.04837,21.482,1.039,31126710272,USD,,434602293,2.01,12.995026,906374976,4850.0,,,0.05401,2055000000,0.40935,0.4772,Oil & Gas Midstream,,,1514678400,1349136000,2/1,,1,86400,,,1530316800,416000000,1577750400,22,2052999936,0.03091,,1.38,2,2.2212775,,0.02043,0.02043,0.558,buy,2.3,0.02283,0.057350002,0.329,41.29,,Energy,,725582976,0.0194,14068493,1531440000,9048973,0.0322,4.28,30.0,24.0,27.41,28.0,,,34000000,0.047,9914000384,29955999744,0.567,,
PACB,-0.083004,0.17144,,,1.0,3.191348,,5.0,0.648,,9.0,4.99,4.33,1534291200,16.521,,,-80578000,-0.90112,-6.592,5.94,531174592,USD,,93701218,-0.46,-10.847825,-46666500,456.0,,,0.37887,34659000,0.04889,0.7737,Diagnostics & Research,,,1514678400,,,,1,86400,,,1530316800,-89502000,1577750400,5,-71308000,-0.98179,5.0,-0.22,2,7.700617,,-1.00092,-1.00092,3.186,buy,2.3,-0.34842,-0.88908994,0.075,0.733,,Healthcare,3.0,131942000,0.0709,9349466,1531440000,10408912,0.0783,9.62,6.8,3.5,4.72,4.5,,,63491000,0.481,14121000,89420000,-0.734,,
PAH,0.10844374,0.17144,,,10.0,2.703514,,7.0,8.787,,5.0,13.26,2.11,1534291200,212.771,,,829000000,0.20936,10.887,2.279,9025609728,USD,,232461008,1.09,12.165137,264287504,7850.0,,,0.41397998,1589900000,0.0925,1.00734,Specialty Chemicals,,,1514678400,,,,1,86400,,,1530316800,-161400000,1577750400,10,100700000,0.11723,8.0,1.07,2,1.5090475,,-0.040760003,-0.040760003,1.426,buy,2.1,0.02849,-0.058379997,0.086,13.775,,Basic Materials,4.0,288231008,0.0875,25212050,1531440000,25093337,0.1221,6.25,16.0,12.0,14.7,15.0,,,447200000,1.552,5541400064,3959600128,-0.563,,
PAM,-0.5798224,0.17144,,,,1.546842,,,5.525,,,30.44,1.465,1534291200,583.021,,,721933696,0.2907,4.477,1.302,3232455936,ARS,,43367382,5.46,5.575092,-44304000,,,,0.35786998,15927000000,0.0030500002,0.0,Utilities - Regulated Electric,,,1514678400,,,,1,86400,,,1530316800,6387160,1577750400,9,542022528,0.23751,,0.28,2,5.5095024,,0.0468,0.0468,1.283,buy,2.1,0.095690005,0.11221,0.742,30.725,,Utilities,,1825730048,0.020299999,321819,1531440000,492724,,4.1,85.0,40.0,64.08,66.0,,,990489728,14.837,2436646144,2483386880,1.45,,
PANW,0.5697826,0.17144,,,1.0,0.605274,,5.0,7.773,,8.0,231.15,1.135,1534291200,75.308,,,-20200000,-0.009509999,-1005.313,9.56,20307312640,USD,,89950658,4.84,47.758263,674262528,5121.0,,,0.71795,1285000000,0.0359,0.84725,Software - Application,,,1501459200,,,,1,86400,,,1525046400,-183800000,1564531200,34,998600000,-0.049390003,6.0,2.03,2,29.737553,,-0.08653,-0.08653,1.021,buy,1.9,-0.01832,-0.23945,0.313,23.291,,Technology,7.0,92880096,0.0421,3908682,1531440000,4074821,0.0442,3.46,265.0,123.0,229.63,236.0,,,1621200000,17.455,543800000,2124099968,-2.015,,
PAYC,1.0434666,0.17144,,,2.0,0.511467,,6.0,5.715,,8.0,155.12,1.058,1534291200,10.694,0.79,0.785,117564000,0.23606001,74.863,17.672,8801195008,USD,,48456552,3.19,48.626957,36031500,2548.0,,,0.85947,370609000,0.174,0.78138,Software - Application,,,1514678400,,,,1,86400,,,1530316800,89816000,1577750400,16,175664000,0.20356001,6.0,2.77,2,27.142605,,0.18067,0.18067,0.066,buy,2.1,0.051409997,0.37903,0.311,8.596,,Technology,8.0,58625200,0.097799994,5733878,1531440000,6431770,0.1348,6.47,140.0,96.0,124.5,128.5,,,54687000,0.947,35261000,498028000,1.528,,
PAYX,0.27685308,0.17144,,,1.0,0.912249,,9.0,5.639,,5.0,73.25,1.094,1534291200,,0.166,0.17,1425500032,0.42163,18.054,7.612,25736067072,USD,,320237993,3.08,23.782469,981350016,14300.0,,,0.69895,2363100000,0.10848,0.69293,Business Services,,,1527724800,959040000,3/2,,1,86400,,,1527724800,933699968,1590883200,15,1276400000,0.38082,4.0,3.06,2,12.989892,,0.27617002,0.27617002,0.187,hold,3.0,0.11256,0.46922,0.091,9.418,,Industrials,2.0,358999008,0.0234,8538155,1531440000,9073504,,4.77,82.0,50.0,69.4,69.0,,,424200000,1.182,0,3380900096,2.58,,
PBI,-0.42868215,0.17144,,,1.0,1.228083,,1.0,1.044,,6.0,7.26,1.228,1534291200,1823.634,-0.018,-0.014,646225024,0.16922002,6.522,1.104,4214385920,USD,,186684848,1.26,5.761905,19426000,14700.0,,,0.4731,1827279000,0.00575,0.76455003,Business Equipment,,,1514678400,885254400,2/1,,1,86400,,,1530316800,254454000,1577750400,5,486200000,0.117510006,7.0,1.71,2,6.954023,,0.06521,0.06521,1.001,buy,2.4,0.04566,2.25919,0.179,20.447,,Industrials,10.0,188022000,0.0713,13400078,1531440000,9684501,0.0828,6.03,16.0,8.0,11.8,12.0,,,745569024,3.965,3572808960,3818738944,1.32,,
PBR,0.1302476,0.17144,,,9.0,2.707819,,1.0,11.388,,1.0,10.87,1.704,1534291200,123.022,30.874,30.873,24092252160,0.29793,6.004,1.789,144648421376,BRL,,3605238062,1.7,6.3941174,8610514944,62703.0,,,0.34127,91595000000,0.00084,0.12211,Oil & Gas Integrated,,,1514678400,1210204800,2/1,,1,86400,,,1530316800,3112023296,1577750400,13,24060661760,0.15439,1.0,0.41,2,0.95451355,,0.03848,0.03848,1.158,hold,2.7,0.03575,0.04409,0.26,12.398,,Energy,10.0,13044500480,0.0067000003,43425244,1531440000,54416242,,2.35,20.0,9.5,13.77,13.5,,,18320451584,2.809,93087719424,80864698368,0.478,,
PBYI,-0.53219795,0.17144,,,2.0,1.116401,,6.0,1.011,,10.0,43.95,2.677,1534291200,314.026,,,-200359008,-1.38209,-8.27,11.43,1656955008,USD,,28164724,-1.39,-31.618706,-87008128,318.0,,,0.85662,22113000,0.13344,0.95825,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-209936992,1577750400,5,-114406000,-1.4199201,8.0,-0.04,2,43.47181,,-1.4481599,-1.4481599,2.453,buy,2.2,-0.64255,-2.6506,,3.859,,Healthcare,2.0,38025000,0.1141,4340136,1531440000,4805451,0.1529,4.86,164.0,69.0,95.4,80.0,,,134512000,3.537,120269000,144968000,-5.588,,
PCG,-0.32703596,0.17144,,,1.0,-0.119402,,1.0,36.374,,6.0,46.18,0.651,1534291200,101.018,,,5647000064,0.33400002,7.669,2.561,43306455040,USD,,516049805,4.03,11.459057,1200749952,23000.0,,,0.33400002,5870000000,0.00199,0.83936995,Utilities - Regulated Electric,,,1514678400,427334400,2/1,,1,86400,,,1530316800,122000000,1577750400,14,5974000128,0.16082,1.0,3.74,2,1.2695881,,0.00722,0.00722,0.539,hold,2.6,0.02429,0.00643,-0.004,32.829,,Utilities,1.0,517151008,0.0194,10006626,1531440000,8323274,0.0194,1.86,63.0,40.0,50.57,49.0,,,517000000,1.0,19254999040,16906999808,0.234,,
PII,0.14243484,0.17144,,,1.0,0.874748,,3.0,14.105,,1.0,108.45,1.268,1534291200,126.793,0.474,0.492,673787008,0.11639,11.377,1.324,7665742848,USD,,58284048,7.37,14.715061,211433248,11000.0,,,0.26774,1484757000,0.064780004,0.86056,Recreational Vehicles,,,1514678400,1315872000,2/1,,1,86400,,,1530316800,261616000,1577750400,14,482086016,0.08209,2.0,1.1,2,7.6887627,,0.04519,0.04519,0.343,hold,2.7,0.09348,0.30222,0.101,91.851,,Consumer Cyclical,3.0,62244700,0.0795,4946909,1531440000,6015727,0.083500005,6.42,145.0,99.0,120.79,124.5,,,181752992,2.92,1112621952,5789281792,4.05,,
PIR,-0.5477855,0.17144,,,1.0,2.339653,,5.0,3.202,,3.0,1.84,2.111,1534291200,77.733,,,65790000,0.03736,3.016,0.113,198413776,USD,,72837060,0.02,92.0,27211624,4500.0,,,0.3559,658150000,0.06934,0.76407,Specialty Retail,,,1520035200,901756800,3/2,,1,86400,,,1527897600,-13891000,1583193600,7,70112000,0.00298,1.0,-1.04,2,0.57464087,,-0.00789,-0.00789,0.682,hold,3.5,0.00402,-0.051680002,-0.092,22.011,,Consumer Cyclical,1.0,82960000,0.1527,13078532,1531440000,11912172,0.1825,12.77,3.1,2.0,2.34,2.0,,,156756992,1.955,199608000,1760861056,-0.18,,
PLAY,-0.00086444616,0.17144,,,1.0,0.46084,,3.0,11.06,,3.0,58.17,0.437,1534291200,80.91,0.061,-0.015,269041984,0.23038,9.712,2.237,2612965888,USD,,38859291,3.07,18.947882,-29647624,14840.0,,,0.30232,351849000,0.012560001,1.08383,Restaurants,,,1517702400,,,,1,86400,,,1525564800,120303000,1580774400,9,267804000,0.13932,1.0,1.76,2,5.2594934,,0.10301,0.10301,0.168,buy,1.6,0.08826999,0.26955,0.092,28.698,,Consumer Cyclical,1.0,39372300,0.1187,4672201,1531440000,4675217,0.1692,6.86,68.0,61.0,64.44,64.0,,,16914000,0.43,354553984,1167832960,2.879,,
PLCE,0.30711615,0.17144,,,1.0,0.453794,,6.0,19.652,,10.0,140.75,1.283,1534291200,27.647,-0.43,-0.476,228554000,0.117510006,9.943,1.168,2272422656,USD,,16152240,9.64,14.600622,83706000,3800.0,,,0.37396,711355000,0.03024,1.27809,Apparel Stores,,,1517616000,,,,1,86400,,,1533340800,73202000,1580688000,8,154244992,0.08127,5.0,1.48,2,7.162121,,0.037639998,0.037639998,0.344,buy,1.9,0.108260006,0.17837,0.201,113.419,,Consumer Cyclical,1.0,16400400,0.1873,3117025,1531440000,3067170,0.273,6.51,169.0,125.0,155.88,165.0,,,106405000,6.488,89335000,1945028992,4.165,,
PWR,-0.04358691,0.17144,,,1.0,0.699352,,3.0,24.674,,9.0,34.59,1.819,1534291200,23.183,0.171,0.165,690129984,0.06791,8.523,0.579,5881855488,USD,,147799234,3.18,10.877358,223679632,37000.0,,,0.12871,1241860000,0.00616,0.88953,Engineering & Construction,,,1514678400,955324800,3/2,,1,86400,,,1530316800,314852992,1577750400,12,553859008,0.04476,10.0,0.79,2,1.4018805,,0.03098,0.03098,1.645,buy,1.8,0.04533,0.08851,0.207,65.079,,Industrials,10.0,148808000,0.020299999,3014267,1531440000,4204142,0.0225,1.99,53.0,41.0,46.5,46.0,,,120357000,0.806,856241024,10161857536,1.999,,
PX,0.20499122,0.17144,,,2.0,1.157872,,8.0,20.958,,9.0,158.19,0.965,1534291200,129.303,0.17,0.182,3903000064,0.32702,13.81,4.516,53900341248,USD,,287009260,7.4,21.377028,1604000000,26658.0,,,0.43804002,4982000000,0.0031400002,0.88211995,Specialty Chemicals,,,1514678400,1071532800,2/1,,1,86400,,,1530316800,1394000000,1577750400,15,3108000000,0.22421,8.0,2.17,2,7.547953,,0.1168,0.1168,0.719,buy,2.2,0.08404,0.22713,0.08,41.558,,Basic Materials,7.0,287576000,0.024,6898486,1531440000,6024658,0.0241,4.14,194.0,142.0,175.0,179.0,,,479000000,1.666,8458999808,11934999552,4.807,,
PXD,0.337569,0.17144,,,1.0,1.213726,,3.0,67.382,,2.0,174.7,1.087,1534291200,19.897,-0.72,-0.717,1923000064,0.2473,16.058,3.971,30879909888,USD,,168869317,10.82,16.146027,-373875008,3836.0,,,0.4582,2679000000,0.0083,0.91358,Oil & Gas E&P,,,1514678400,,,,1,86400,,,1530316800,880000000,1577750400,38,2699000064,0.05671,4.0,0.27,2,2.5926805,,0.11394,0.11394,0.903,buy,1.8,0.01635,0.079959996,1.132,45.741,,Energy,7.0,170400992,0.0248,4224494,1531440000,4020234,0.025,3.31,325.0,140.0,243.56,238.5,,,1183000064,6.942,2284999936,7776000000,5.153,,
PYPL,0.4983729,0.17144,,,2.0,1.252396,,6.0,12.685,,6.0,92.33,1.378,1534291200,13.316,0.294,0.28,2638000128,0.18162,38.142,6.927,100617404416,USD,,1124157454,2.84,32.510567,452000000,18700.0,,,0.46644002,6017000000,0.05045,0.82395,Credit Services,,,1514678400,,,,1,86400,,,1530316800,2036999936,1577750400,39,538000000,0.14761,5.0,2.05,2,7.2786756,,0.14024,0.14024,0.985,buy,1.9,0.03482,0.13572,0.23,12.14,,Financial Services,4.0,1183670016,0.015,17711470,1531440000,13416106,0.0149,2.11,120.0,44.0,96.38,98.0,,,10387000320,8.775,2000000000,14524999680,1.679,,
PZZA,-0.38027412,0.17144,,,1.0,0.625247,,2.0,-8.449,,3.0,46.12,1.081,1534291200,,-0.446,-0.499,172222000,0.09928001,11.801,1.172,2032457344,USD,,21769167,1.6,28.824999,84376000,22400.0,,,0.19532,354542000,0.31083,0.83198,Restaurants,,,1514678400,1388361600,2/1,,1,86400,,,1530403200,78737000,1577750400,6,131313000,0.07287,2.0,7.9,2,,,0.04546,0.04546,0.608,buy,1.9,0.14578,,-0.062,51.015,,Consumer Cyclical,4.0,31619600,0.1535,4852132,1531440000,4196792,0.2164,1.7,58.0,38.0,51.08,52.25,,,25719000,0.813,576387008,1734642944,2.293,,
QCOM,0.3091259,0.17144,,,1.0,1.599064,,4.0,15.703,,1.0,68.71,2.734,1534291200,97.455,0.414,0.408,6911000064,0.30269,12.542,3.796,86676226048,USD,,1466789844,4.34,15.831797,4616999936,33800.0,,,0.57936,12936000000,0.00161,0.79517,Semiconductors,,,1506211200,1092614400,2/1,,1,86400,,,1529798400,-4201999872,1569283200,20,6447000064,0.23427999,4.0,1.25,2,4.375597,,-0.18404,-0.18404,2.41,buy,2.3,0.05287,-0.15461999,0.042,15.451,,Technology,7.0,1469129984,0.0108,15903428,1531440000,15021444,0.0108,1.5,88.0,55.0,68.9,67.5,,,35910000640,24.443,22481000448,22832001024,-2.853,,
QDEL,1.1288514,0.17144,,,2.0,1.287094,,2.0,9.459,,5.0,76.88,1.103,1534291200,36.427,,,128880000,0.29419002,23.769,6.993,3063339008,USD,,32667782,2.94,26.149658,65745000,1193.0,,,0.60177,167092000,0.12759,0.90445,Diagnostics & Research,,,1514678400,,,,1,86400,,,1530316800,20269000,1577750400,5,90164000,0.19845,2.0,0.51,2,8.127709,,0.046269998,0.046269998,0.547,buy,1.9,0.09352,0.06971,1.696,12.392,,Healthcare,3.0,39047800,0.0592,2311940,1531440000,2290433,0.0865,8.04,80.0,74.0,78.4,80.0,,,38675000,0.99,134380992,438081984,0.573,,
QLYS,0.84559596,0.17144,,,1.0,1.50225,,4.0,9.369,,9.0,91.05,2.173,1534291200,,0.333,0.429,66869000,0.26178,47.11,12.333,3150211584,USD,,33178713,1.76,51.732956,81838248,1024.0,,,0.76792,179248000,0.14312,0.85467005,Software - Application,,,1514678400,,,,1,86400,,,1530316800,30743000,1577750400,10,125931000,0.16351,7.0,7.47,2,9.71822,,0.12036,0.12036,2.085,buy,2.5,0.05006,0.09159,0.232,6.648,,Technology,8.0,38997500,0.074,2883990,1531440000,2874452,0.098000005,7.57,112.0,76.0,92.3,90.0,,,322519008,8.27,0,255436000,0.742,,
QNST,1.7600732,0.17144,,,10.0,0.897539,,5.0,3.121,,10.0,15.17,2.023,1534291200,,,,23403000,0.05788,27.84,1.611,651546944,USD,,40891665,0.86,17.639534,17803500,,,,0.14445,58411000,0.114429995,0.87634003,Internet Content & Information,,,1530316800,,,,1,86400,,,1530316800,15930000,1593475200,6,26979000,0.03867,9.0,0.21,2,4.8606215,,0.039389998,0.039389998,1.958,buy,2.0,0.04953,0.11959,0.368,8.711,,Technology,2.0,47134000,0.0596,2809886,1531440000,2836470,0.119799994,4.58,20.0,12.0,17.29,17.88,,,64700000,1.361,0,404358016,0.32,,
RIGL,0.28793776,0.17144,,,1.0,0.727589,,5.0,0.742,,7.0,3.41,8.008,1534291200,,,,-94418000,0.0,-4.405,154.796,415935808,USD,,166118877,-0.49,-6.9591837,-54313876,103.0,,,0.0,-41785000,0.00287,0.95623,Biotechnology,,,1514678400,1056499200,1/9,,1,86400,,,1530316800,-93473000,1577750400,7,-87713000,-35.32378,4.0,-0.06,2,4.5956874,,0.0,0.0,7.867,buy,1.7,-0.52336,-0.96777,,0.019,,Healthcare,3.0,166443008,0.1074,17868240,1531440000,14786829,0.1706,9.24,10.0,6.0,8.0,8.0,,,134992000,0.811,0,2687000,-0.647,,
RL,0.47581732,0.17144,,,1.0,0.666905,,10.0,42.182,,10.0,132.81,2.27,1534291200,24.788,0.819,0.832,954400000,0.1533,9.978,1.53,9522572288,USD,,54523494,7.23,18.369295,637037504,12800.0,,,0.61086,3759300000,0.0148,1.07056,Apparel Manufacturing,,,1522454400,,,,1,86400,,,1530316800,212300000,1585612800,16,871500032,0.108559996,10.0,2.06,2,3.1484993,,0.0341,0.0341,1.591,hold,3.0,0.0713,0.06261,0.032,76.133,,Consumer Cyclical,10.0,55248800,0.0719,5835578,1531440000,6178457,0.1392,5.54,166.0,112.0,137.44,138.5,,,2020000000,24.898,848000000,6225800192,2.566,,
RMTI,-0.2703125,0.17144,,,2.0,2.302594,,6.0,0.326,,9.0,4.91,3.163,1534291200,,,,-30695540,-0.5174,-7.137,3.693,219073440,USD,,46571392,0.04,,-4729180,300.0,,,-0.08245,3701891,0.096140005,0.32735002,Drug Manufacturers - Major,,,1514678400,,,,1,86400,,,1530316800,-31876590,1577750400,1,-18846248,-0.52644,6.0,-0.38,2,15.061349,,-0.5373,-0.5373,2.541,strong_buy,1.0,-0.35205,-1.04969,0.126,1.157,,Healthcare,4.0,51768400,0.1685,8721033,1531440000,8913403,0.20799999,43.22,11.0,11.0,11.0,11.0,,,22685108,0.438,0,59326864,-0.624,,
SAP,0.15084493,0.17144,,,1.0,1.195519,,8.0,25.195,,10.0,119.74,1.001,1534291200,29.681,0.082,0.076,7233298944,0.26248,20.457,5.37,147971358720,EUR,,997730240,5.65,21.192919,5177709056,93846.0,,,0.70087,16409000000,0.0,0.06583,Software - Application,,,1514678400,901584000,4/1,,1,86400,,,1530316800,4958112256,1577750400,11,5261004288,0.22308001,9.0,2.47,2,4.75253,,0.17992,0.17992,0.913,buy,2.2,0.07463,0.17018,0.038,23.08,,Technology,1.0,1193600000,0.0022,2804818,1531440000,2471112,,3.08,144.3,117.47,130.37,129.42,,,5721167872,4.793,8941145088,27557365760,4.15,,
SBUX,-0.03331518,0.17144,,,1.0,0.578637,,6.0,2.921,,5.0,53.45,1.006,1534291200,170.113,0.298,0.233,5062300160,0.20993,15.105,3.171,76465512448,USD,,1312890156,2.64,20.246212,1627575040,277000.0,,,0.29841998,6855300000,0.029579999,0.74722,Restaurants,,,1506816000,1428537600,2/1,,1,86400,,,1530403200,4551399936,1569888000,24,4519699968,0.15883,3.0,1.59,2,18.298529,,0.18874,0.18874,0.682,buy,2.3,0.15100999,0.92447996,0.115,17.124,,Consumer Cyclical,2.0,1349100032,0.0199,26824990,1531440000,27147718,0.0195,2.54,67.0,51.0,57.88,58.0,,,1976600064,1.465,6798900224,24114200576,3.203,,
SCHW,0.25896418,0.17144,,,1.0,1.679134,,8.0,12.809,,9.0,50.79,0.287,1534291200,33.512,0.538,0.506,,0.0,,5.822,54091051008,USD,,1213673209,2.86,17.758741,,18700.0,,,0.9746,8387000000,0.11107001,0.81897,Capital Markets,,,1514678400,959731200,3/2,,1,86400,,,1530316800,2684000000,1577750400,13,5501000192,0.43386,9.0,0.71,2,3.9651809,,0.30826,0.30826,0.275,buy,2.3,0.0118700005,0.1524,0.167,6.908,,Financial Services,9.0,1351059968,0.0097,13122390,1531440000,19174268,0.0109,2.29,70.0,48.0,60.0,61.0,,,24786999296,18.346,6735000064,9290999808,1.971,,
SEAS,1.2739508,0.17144,,,1.0,1.154106,,7.0,3.116,,10.0,29.32,0.443,1534291200,562.803,,,296694016,0.22609,13.38,3.025,3969761280,USD,,52504062,0.85,34.494118,75879624,4900.0,,,0.39963,473099000,0.27568,0.91137004,Leisure,,,1514678400,,,,1,86400,,,1530316800,-5554000,1577750400,10,230968000,0.10429,7.0,-11.98,2,9.409499,,-0.00423,-0.00423,0.288,hold,2.8,0.03944,-0.02183,0.049,15.227,,Consumer Cyclical,4.0,87831200,0.1438,12625884,1531440000,13971949,0.27809998,3.72,35.0,13.0,24.9,26.0,,,33452000,0.387,1517773056,1312304000,-0.071,,
SEDG,0.7740741,0.17144,,,,-0.477249,,,10.657,,,47.95,4.001,1534291200,,0.44,0.535,150538000,0.18986,12.156,2.308,1830013056,USD,,43537432,3.49,13.739255,65466124,1007.0,,,0.36646998,214766000,0.048010003,0.86604,Solar,,,1514678400,,,,1,86400,,,1530316800,117727000,1577750400,9,187372000,0.17841,,0.72,2,4.49939,,0.14848,0.14848,3.036,buy,2.1,0.13861,0.28711,0.669,18.098,,Technology,,45498400,0.1608,7317865,1531440000,7889991,0.17459999,7.01,67.0,36.0,60.44,64.0,,,349360992,7.679,0,792881024,2.482,,
SHPG,0.15812707,0.17144,,,9.0,1.368253,,1.0,120.75,,1.0,175.27,1.552,1534291200,48.734,1.59,1.561,6601399808,0.42514,10.638,4.523,70226493440,USD,,278529544,16.11,10.879578,2344487424,23044.0,,,0.72025,11207600000,0.00067000004,0.20357999,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,4823300096,1577750400,11,4524700160,0.26804,4.0,2.26,2,1.4515114,,0.31056,0.31056,0.527,buy,1.7,0.039,0.14181,0.046,51.228,,Healthcare,1.0,913299968,0.004,1225382,1531440000,1778249,,1.63,238.0,165.0,201.82,200.0,,,259700000,0.872,17914900480,15527700480,15.825,,
SHW,0.32768762,0.17144,,,1.0,1.480372,,8.0,40.323,,4.0,455.58,1.202,1534291200,276.877,0.264,0.265,2778331904,0.16128999,19.03,3.069,52871782400,USD,,82073544,22.36,20.374775,1609752064,52695.0,,,0.43447,6836135000,0.11844,0.79692,Specialty Chemicals,,,1514678400,859766400,2/1,,1,86400,,,1530316800,1867730048,1577750400,22,1876930944,0.122700006,7.0,1.42,2,11.298265,,0.108430006,0.108430006,0.663,buy,2.0,0.06464,0.60854,0.278,184.966,,Basic Materials,9.0,92890704,0.0172,1610612,1531440000,2082040,0.019299999,2.44,543.0,400.0,469.64,465.0,,,154972992,1.668,10374814720,17225385984,19.611,,
SIG,0.05158484,0.17144,,,2.0,0.482867,,1.0,31.97,,7.0,64.2,3.037,1534291200,30.001,,,744400000,0.11299,5.975,0.675,4447552512,USD,,58528837,4.11,15.620437,1632537472,24888.0,,,0.37061,2448100000,0.01047,1.0892199,Luxury Goods,,,1517616000,1221091200,1/2,,1,86400,,,1525478400,-88700000,1580688000,7,1911600000,0.08387999,4.0,2.38,2,2.0081325,,-0.00847,-0.00847,0.27,hold,3.0,0.05885,-0.019709999,0.055,108.271,,Consumer Cyclical,6.0,59203200,0.16440001,9733812,1531440000,11332906,0.1858,8.32,70.0,51.0,61.0,63.0,,,153900000,2.6,752000000,6588299776,-1.458,,
SINA,-0.34699047,0.17144,,,,1.207329,,,38.459,,,70.96,3.025,1534291200,31.051,0.516,0.499,493968000,0.25661,8.626,2.214,4261079552,USD,,59188328,4.66,15.2274685,,8224.0,,,0.76601,1169747000,0.12315,0.71900004,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,158400992,1577750400,12,,0.23813,,0.65,2,1.8450818,,0.08229,0.08229,2.536,buy,1.6,0.055370003,0.12066,0.497,26.958,,Technology,,71470496,0.018,1287247,1531440000,1056401,0.020599999,1.38,150.0,103.0,121.35,116.0,,,2697193984,37.877,1122417024,1924999040,2.105,,
SNE,0.42698884,0.17144,,,1.0,1.653121,,1.0,23.088,,2.0,56.83,0.917,1534291200,34.079,1.788,1.8,9801068544,0.12505999,7.041,0.881,69011546112,JPY,,1249692483,4.13,13.76029,6335510528,,,,0.27408,2304181000000,0.0,0.07718,Consumer Electronics,,,1522454400,959212800,2/1,,1,86400,,,1530316800,5778875904,1585612800,2,11821509632,0.09073,1.0,1.8,2,2.461452,,0.07374,0.07374,0.707,strong_buy,1.0,0.02596,0.19382,0.051,61.951,,Technology,5.0,1268039936,0.0014,1774709,1531440000,2654595,,2.1,76.4,75.09,75.75,75.75,,,20728899584,16.347,11982878720,78370619392,4.467,,
SNH,-0.04048586,0.17144,,,2.0,0.466369,,10.0,13.799,,8.0,19.11,6.018,1534291200,106.585,6.695,6.704,544713024,0.49596,15.255,7.566,8309662208,USD,,234630458,0.69,27.695654,257465248,,,,0.61016,660842000,0.0149300005,0.75875,REIT - Healthcare Facilities,,,1514678400,,,,1,86400,,,1530316800,459022016,1577750400,8,374676992,0.2491,9.0,3.38,2,1.384883,,0.41794,0.41794,1.84,hold,3.2,0.02339,0.13694,0.046,4.625,,Real Estate,9.0,237644000,0.016,3793719,1531440000,3506089,0.0225,2.59,23.0,16.0,18.44,17.75,,,30657000,0.129,3670351872,1098307968,1.93,,
